SMILES,INCHI,INCHI_KEY,CID,VENDORS,Ambeed_link,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link
CNCC(O)c1ccc(O)c(O)c1,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3",UCTWMZQNUQWSLP-UHFFFAOYSA-N,838.0,"['Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",,,https://www.sigmaaldrich.com/catalog/product/cerillian/e077?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/A0172/index.html,https://www.thermofisher.com/order/catalog/product/204400010
Oc1ccc(O)c(O)c1,"InChI=1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3,7-9H",GGNQRNBDZQJCCN-UHFFFAOYSA-N,10787.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/533-73-3.html,https://www.combi-blocks.com/cgi-bin/find.cgi?ST-1077,https://www.sigmaaldrich.com/catalog/product/aldrich/173401?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/H0249/index.html,https://www.thermofisher.com/order/catalog/product/A13069.03
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14+,16-/m1/s1",CWVRJTMFETXNAD-NXLLHMKUSA-N,5280633.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/906-33-2.html,https://www.combi-blocks.com/cgi-bin/find.cgi?HE-2139,https://www.sigmaaldrich.com/catalog/product/sial/91213?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,https://www.tcichemicals.com/p/N1155,
O=C(O)c1cc(O)c(C(=O)O)cc1O,"InChI=1S/C8H6O6/c9-5-1-3(7(11)12)6(10)2-4(5)8(13)14/h1-2,9-10H,(H,11,12)(H,13,14)",OYFRNYNHAZOYNF-UHFFFAOYSA-N,69131.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/610-92-4.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QE-6915,https://www.sigmaaldrich.com/catalog/product/aldrich/382132?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D3899/index.html,https://www.thermofisher.com/order/catalog/product/H64888.06
O=Cc1cccc(O)c1O,"InChI=1S/C7H6O3/c8-4-5-2-1-3-6(9)7(5)10/h1-4,9-10H",IXWOUPGDGMCKGT-UHFFFAOYSA-N,90579.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/24677-78-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-2502,https://www.sigmaaldrich.com/catalog/product/aldrich/189839?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D1478/index.html,https://www.thermofisher.com/order/catalog/product/183510050
CCOC(=O)c1cc(O)c(O)c(O)c1,"InChI=1S/C9H10O5/c1-2-14-9(13)5-3-6(10)8(12)7(11)4-5/h3-4,10-12H,2H2,1H3",VFPFQHQNJCMNBZ-UHFFFAOYSA-N,13250.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/831-61-8.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QH-9307,https://www.sigmaaldrich.com/catalog/product/aldrich/48640?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/E0854/index.html,https://www.thermofisher.com/order/catalog/product/279935000
O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,"InChI=1S/C18H13O4P/c19-12-9-10-15(20)18(11-12)23(21)17-8-4-2-6-14(17)13-5-1-3-7-16(13)22-23/h1-11,19-20H",KMRIWYPVRWEWRG-UHFFFAOYSA-N,13750322.0,"['Ambeed', 'Combi-Blocks']",https://www.ambeed.com/products/99208-50-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QB-0233,,,
O=Cc1cc(O)ccc1O,"InChI=1S/C7H6O3/c8-4-5-3-6(9)1-2-7(5)10/h1-4,9-10H",CLFRCXCBWIQVRN-UHFFFAOYSA-N,70949.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/1194-98-5.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-1145,https://www.sigmaaldrich.com/catalog/product/aldrich/d108200?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D0565/index.html,https://www.thermofisher.com/order/catalog/product/114840050
O=C1CCC(=O)CC1,InChI=1S/C6H8O2/c7-5-1-2-6(8)4-3-5/h1-4H2,DCZFGQYXRKMVFG-UHFFFAOYSA-N,12511.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/637-88-7.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-0314,https://www.sigmaaldrich.com/catalog/product/aldrich/125423?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/C0730/index.html,https://www.thermofisher.com/order/catalog/product/154830100
Cc1cc(O)ccc1O,"InChI=1S/C7H8O2/c1-5-4-6(8)2-3-7(5)9/h2-4,8-9H,1H3",CNHDIAIOKMXOLK-UHFFFAOYSA-N,7253.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/95-71-6.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QE-7437,https://www.sigmaaldrich.com/catalog/product/aldrich/112968?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/M0342/index.html,https://www.thermofisher.com/order/catalog/product/150830050
Cc1cccc(O)c1O,"InChI=1S/C7H8O2/c1-5-3-2-4-6(8)7(5)9/h2-4,8-9H,1H3",PGSWEKYNAOWQDF-UHFFFAOYSA-N,340.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/488-17-5.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-2675,https://www.sigmaaldrich.com/catalog/product/aldrich/m34006?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/M0184/index.html,https://www.thermofisher.com/order/catalog/product/A12324.14
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,"InChI=1S/C16H12O7/c1-22-8-5-11(19)13-12(6-8)23-16(15(21)14(13)20)7-2-3-9(17)10(18)4-7/h2-6,17-19,21H,1H3",JGUZGNYPMHHYRK-UHFFFAOYSA-N,5281691.0,['Sigma-Aldrich'],,,https://www.sigmaaldrich.com/catalog/product/sial/17799?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)11-5-9(17)13-12(21-11)6-10(18)14(19)15(13)20/h1-6,16,18-20H",JVXZRQGOGOXCEC-UHFFFAOYSA-N,5281697.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/529-53-3.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QV-9031,https://www.sigmaaldrich.com/catalog/product/sigma/s0327?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,https://www.tcichemicals.com/p/C3507,
O=C(O)Cc1cc(O)ccc1O,"InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",IGMNYECMUMZDDF-UHFFFAOYSA-N,780.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/451-13-8.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QD-8519,https://www.sigmaaldrich.com/catalog/product/sial/92168?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D1050/index.html,
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,"InChI=1S/C18H16O8/c19-12-4-1-10(7-14(12)21)3-6-17(23)26-16(18(24)25)9-11-2-5-13(20)15(22)8-11/h1-8,16,19-22H,9H2,(H,24,25)/b6-3+/t16-/m1/s1",DOUMFZQKYFQNTF-WUTVXBCWSA-N,5281792.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.ambeed.com/products/20283-92-5.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QB-7650,https://www.sigmaaldrich.com/catalog/product/sial/00390580?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,"InChI=1S/C14H11NO5/c1-8-2-4-9(5-3-8)13(17)10-6-11(15(19)20)14(18)12(16)7-10/h2-7,16,18H,1H3",MIQPIUSUKVNLNT-UHFFFAOYSA-N,4659569.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/134308-13-7.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-6569,https://www.sigmaaldrich.com/catalog/product/usp/1670207?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,https://www.tcichemicals.com/p/T3856,
O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15+,17+,18-,21+/m1/s1",OVSQVDMCBVZWGM-DTGCRPNFSA-N,5281643.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.ambeed.com/products/482-36-0.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QV-4967,https://www.sigmaaldrich.com/catalog/product/sial/00180585?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
O=C(O)CCc1ccc(O)c(O)c1,"InChI=1S/C9H10O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1,3,5,10-11H,2,4H2,(H,12,13)",DZAUWHJDUNRCTF-UHFFFAOYSA-N,348154.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/1078-61-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QF-7810,https://www.sigmaaldrich.com/catalog/product/aldrich/102601?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,https://www.tcichemicals.com/p/D5901,https://www.thermofisher.com/order/catalog/product/A11638.06
O=C(Oc1cc(O)cc2c1C[C@H](O)[C@@H](c1ccc(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1,"InChI=1S/C22H18O10/c23-11-6-18-12(8-17(28)21(31-18)9-1-2-13(24)14(25)3-9)19(7-11)32-22(30)10-4-15(26)20(29)16(27)5-10/h1-7,17,21,23-29H,8H2/t17-,21+/m0/s1",LVJJFMLUMNSUFN-LAUBAEHRSA-N,15689618.0,['Sigma-Aldrich'],,,https://www.sigmaaldrich.com/catalog/product/sial/89106?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
CC(C)(C)c1cc(O)c(O)c(C(C)(C)C)c1,"InChI=1S/C14H22O2/c1-13(2,3)9-7-10(14(4,5)6)12(16)11(15)8-9/h7-8,15-16H,1-6H3",PJZLSMMERMMQBJ-UHFFFAOYSA-N,66099.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/1020-31-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?ST-1093,https://www.sigmaaldrich.com/catalog/product/aldrich/d45800?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D2432/index.html,https://www.thermofisher.com/order/catalog/product/112970250
Cc1cc(O)c(C)c(C)c1O,"InChI=1S/C9H12O2/c1-5-4-8(10)6(2)7(3)9(5)11/h4,10-11H,1-3H3",AUFZRCJENRSRLY-UHFFFAOYSA-N,12785.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/700-13-0.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QE-3150,https://www.sigmaaldrich.com/catalog/product/aldrich/t76503?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/T0477/index.html,https://www.thermofisher.com/order/catalog/product/140151000
OCCc1ccc(O)c(O)c1,"InChI=1S/C8H10O3/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,9-11H,3-4H2",JUUBCHWRXWPFFH-UHFFFAOYSA-N,82755.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/10597-60-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QC-2592,https://www.sigmaaldrich.com/catalog/product/aldrich/690260?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D2756/index.html,
O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,"InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2",LSHVYAFMTMFKBA-UHFFFAOYSA-N,367141.0,['Thermo Fisher Scientific'],,,,,https://www.thermofisher.com/order/catalog/product/J60814.FPL
CC(C)(C)c1ccc(O)c(O)c1,"InChI=1S/C10H14O2/c1-10(2,3)7-4-5-8(11)9(12)6-7/h4-6,11-12H,1-3H3",XESZUVZBAMCAEJ-UHFFFAOYSA-N,7381.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/98-29-3.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QE-6689,https://www.sigmaaldrich.com/catalog/product/saj/034881?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/B0739/index.html,https://www.thermofisher.com/order/catalog/product/154350025
O=[N+]([O-])c1ccc(O)c(O)c1,"InChI=1S/C6H5NO4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H",XJNPNXSISMKQEX-UHFFFAOYSA-N,3505109.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/3316-09-4.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QB-7637,https://www.sigmaaldrich.com/catalog/product/aldrich/n15553?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/N0273/index.html,https://www.thermofisher.com/order/catalog/product/128600050
Oc1cc2cc[nH]c2cc1O,"InChI=1S/C8H7NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h1-4,9-11H",SGNZYJXNUURYCH-UHFFFAOYSA-N,114683.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/3131-52-0.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QB-2748,https://www.sigmaaldrich.com/catalog/product/aldrich/cds021567?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,https://www.thermofisher.com/order/catalog/product/H66709.03
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,"InChI=1S/C22H18O12/c23-13-5-1-11(9-15(13)25)3-7-17(27)33-19(21(29)30)20(22(31)32)34-18(28)8-4-12-2-6-14(24)16(26)10-12/h1-10,19-20,23-26H,(H,29,30)(H,31,32)/b7-3+,8-4+/t19-,20-/m1/s1",YDDGKXBLOXEEMN-IABMMNSOSA-N,5281764.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/6537-80-0.html,https://www.combi-blocks.com/cgi-bin/find.cgi?HE-6351,https://www.sigmaaldrich.com/catalog/product/sial/06957?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/C3450/index.html,
O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-14-6-13(18)12(17)5-10(14)15(11)19/h1-7,16-18H",GYLUFQJZYAJQDI-UHFFFAOYSA-N,5284649.0,"['Combi-Blocks', 'TCI (Tokyo Chemical Industry)']",,https://www.combi-blocks.com/cgi-bin/find.cgi?QH-3138,,https://www.tcichemicals.com/p/T3473,
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,"InChI=1S/C18H22O4/c1-11(7-13-3-5-15(19)17(21)9-13)12(2)8-14-4-6-16(20)18(22)10-14/h3-6,9-12,19-22H,7-8H2,1-2H3",HCZKYJDFEPMADG-UHFFFAOYSA-N,4534.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/500-38-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QE-7705,https://www.sigmaaldrich.com/catalog/product/aldrich/74540?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D0800/index.html,https://www.thermofisher.com/order/catalog/product/376300010
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,"InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2/t19-,21-/m1/s1",LSHVYAFMTMFKBA-TZIWHRDSSA-N,107905.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/1257-08-5.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-2533,https://www.sigmaaldrich.com/catalog/product/sial/03950590?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/E0890/index.html,
CCOC(=O)c1ccc(O)c(O)c1,"InChI=1S/C9H10O4/c1-2-13-9(12)6-3-4-7(10)8(11)5-6/h3-5,10-11H,2H2,1H3",KBPUBCVJHFXPOC-UHFFFAOYSA-N,77547.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/3943-89-3.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-0444,https://www.sigmaaldrich.com/catalog/product/aldrich/e24859?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D0571/index.html,https://www.thermofisher.com/order/catalog/product/325810050
COc1cccc(O)c1O,"InChI=1S/C7H8O3/c1-10-6-4-2-3-5(8)7(6)9/h2-4,8-9H,1H3",LPYUENQFPVNPHY-UHFFFAOYSA-N,13622.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/934-00-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QC-7853,https://www.sigmaaldrich.com/catalog/product/aldrich/m13203?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/M0524/index.html,
CC(=O)c1cc(O)ccc1O,"InChI=1S/C8H8O3/c1-5(9)7-4-6(10)2-3-8(7)11/h2-4,10-11H,1H3",WLDWSGZHNBANIO-UHFFFAOYSA-N,10279.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/490-78-8.html,https://www.combi-blocks.com/cgi-bin/find.cgi?ST-5311,https://www.sigmaaldrich.com/catalog/product/aldrich/d107603?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D1955/index.html,https://www.thermofisher.com/order/catalog/product/114810050
CCc1ccc(O)c(O)c1,"InChI=1S/C8H10O2/c1-2-6-3-4-7(9)8(10)5-6/h3-5,9-10H,2H2,1H3",HFLGBNBLMBSXEM-UHFFFAOYSA-N,70761.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/1124-39-6.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QF-1303,https://www.sigmaaldrich.com/catalog/product/aldrich/683957?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,https://www.thermofisher.com/order/catalog/product/A12048.03
CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]12C,"InChI=1S/C29H38O4/c1-17-18-7-8-21-27(4,19(18)15-20(30)23(17)31)12-14-29(6)22-16-26(3,24(32)33)10-9-25(22,2)11-13-28(21,29)5/h7-8,15,22,31H,9-14,16H2,1-6H3,(H,32,33)/t22-,25-,26-,27+,28-,29+/m1/s1",KQJSQWZMSAGSHN-JJWQIEBTSA-N,122724.0,"['Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",,,https://www.sigmaaldrich.com/catalog/product/sigma/c0869?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/C2737/index.html,
O=C(O)c1cc2cc(O)c(O)cc2[nH]1,"InChI=1S/C9H7NO4/c11-7-2-4-1-6(9(13)14)10-5(4)3-8(7)12/h1-3,10-12H,(H,13,14)",YFTGOBNOJKXZJC-UHFFFAOYSA-N,119405.0,"['Ambeed', 'Combi-Blocks']",https://www.ambeed.com/products/4790-08-3.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QC-5626,,,
Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1.[Cl-],"InChI=1S/C15H10O6.ClH/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7;/h1-6H,(H4-,16,17,18,19,20);1H",COAWNPJQKJEHPG-UHFFFAOYSA-N,68247.0,"['Ambeed', 'Sigma-Aldrich']",https://www.ambeed.com/products/528-58-5.html,,https://www.sigmaaldrich.com/catalog/product/usp/1151924?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,"InChI=1S/C16H12O7/c1-22-16-14(21)13-11(20)5-8(17)6-12(13)23-15(16)7-2-3-9(18)10(19)4-7/h2-6,17-20H,1H3",WEPBGSIAWZTEJR-UHFFFAOYSA-N,5280681.0,['Sigma-Aldrich'],,,https://www.sigmaaldrich.com/catalog/product/sigma/90081?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
COC(=O)c1ccc(O)c(O)c1,"InChI=1S/C8H8O4/c1-12-8(11)5-2-3-6(9)7(10)4-5/h2-4,9-10H,1H3",CUFLZUDASVUNOE-UHFFFAOYSA-N,287064.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/2150-43-8.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-0120,http://www.sigmaaldrich.com/catalog/product/aldrich/r288551,http://www.tcichemicals.com/eshop/en/us/commodity/M1943/index.html,https://www.thermofisher.com/order/catalog/product/L09552.09
Oc1ccc(Cl)cc1O,"InChI=1S/C6H5ClO2/c7-4-1-2-5(8)6(9)3-4/h1-3,8-9H",WWOBYPKUYODHDG-UHFFFAOYSA-N,16496.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/2138-22-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-3287,https://www.sigmaaldrich.com/catalog/product/aldrich/148520?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/C0568/index.html,
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C21H18O11/c22-9-6-10(8-4-2-1-3-5-8)30-11-7-12(14(23)15(24)13(9)11)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21,23-27H,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1",IKIIZLYTISPENI-ZFORQUDYSA-N,64982.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.ambeed.com/products/21967-41-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QB-9653,https://www.sigmaaldrich.com/catalog/product/aldrich/572667?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
