SMILES,INCHI,INCHI_KEY,CID,VENDORS,Ambeed_link,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link
Oc1ccc(O)cc1,"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",QIGBRXMKCJKVMJ-UHFFFAOYSA-N,785.0,"['Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",,https://www.combi-blocks.com/cgi-bin/find.cgi?QE-0178,https://www.sigmaaldrich.com/catalog/product/saj/131930?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/H0186/index.html,https://www.thermofisher.com/order/catalog/product/120910020
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",WTDRDQBEARUVNC-LURJTMIESA-N,6047.0,"['Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-0540,https://www.sigmaaldrich.com/catalog/product/usp/1361009?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D0600/index.html,
O=C(O)c1ccc(O)c(O)c1,"InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)",YQUVCSBJEUQKSH-UHFFFAOYSA-N,72.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/99-50-3.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-4158,https://www.sigmaaldrich.com/catalog/product/sial/03930590?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/C0055/index.html,https://www.thermofisher.com/order/catalog/product/114890250
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1",WMBWREPUVVBILR-WIYYLYMNSA-N,65064.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/989-51-5.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QB-1394,https://www.sigmaaldrich.com/catalog/product/sial/03970590?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/E0694/index.html,
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,"InChI=1S/C15H10O8/c16-6-3-7(17)11-10(4-6)23-15(14(22)13(11)21)5-1-8(18)12(20)9(19)2-5/h1-4,16-20,22H",IKMDFBPHZNJCSN-UHFFFAOYSA-N,5281672.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/529-44-2.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-0360,https://www.sigmaaldrich.com/catalog/product/sial/05390590?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/M2131/index.html,https://www.thermofisher.com/order/catalog/product/151590250
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,"InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H",AFSDNFLWKVMVRB-UHFFFAOYSA-N,5281855.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/476-66-4.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QH-6897,https://www.sigmaaldrich.com/catalog/product/sial/05350590?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/E0375/index.html,https://www.thermofisher.com/order/catalog/product/117740100
Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,"InChI=1S/C16H14O6/c17-10-2-1-8-13-9-4-12(19)11(18)3-7(9)5-16(13,21)6-22-15(8)14(10)20/h1-4,13,17-21H,5-6H2/t13-,16+/m0/s1",WZUVPPKBWHMQCE-XJKSGUPXSA-N,442514.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.ambeed.com/products/517-28-2.html,https://www.combi-blocks.com/cgi-bin/find.cgi?JP-9638,https://www.sigmaaldrich.com/catalog/product/sial/03971?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
Oc1cccc(O)c1O,"InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H",WQGWDDDVZFFDIG-UHFFFAOYSA-N,1057.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/87-66-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-2385,https://www.sigmaaldrich.com/catalog/product/sial/06931?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/P0570/index.html,https://www.thermofisher.com/order/catalog/product/418620025
O=C(O)c1cc(O)ccc1O,"InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)",WXTMDXOMEHJXQO-UHFFFAOYSA-N,3469.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/490-79-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-8414,https://www.sigmaaldrich.com/catalog/product/aldrich/149357?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D0569/index.html,https://www.thermofisher.com/order/catalog/product/165202500
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15-/m1/s1",XMOCLSLCDHWDHP-IUODEOHRSA-N,72277.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/970-74-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QN-4983,https://www.sigmaaldrich.com/catalog/product/sial/03960590?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/E1084/index.html,
Cl.NCCc1ccc(O)c(O)c1,"InChI=1S/C8H11NO2.ClH/c9-4-3-6-1-2-7(10)8(11)5-6;/h1-2,5,10-11H,3-4,9H2;1H",CTENFNNZBMHDDG-UHFFFAOYSA-N,65340.0,"['Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-0323,https://www.sigmaaldrich.com/catalog/product/usp/1225204?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/A0305/index.html,
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,"InChI=1S/C15H10O5/c16-9-6-11(8-4-2-1-3-5-8)20-12-7-10(17)14(18)15(19)13(9)12/h1-7,17-19H",FXNFHKRTJBSTCS-UHFFFAOYSA-N,5281605.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/491-67-8.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QF-8792,https://www.sigmaaldrich.com/catalog/product/aldrich/465119?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/T2721/index.html,https://www.thermofisher.com/order/catalog/product/L14185.MC
O=C(O)Cc1ccc(O)c(O)c1,"InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",CFFZDZCDUFSOFZ-UHFFFAOYSA-N,547.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/102-32-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QB-3632,https://www.sigmaaldrich.com/catalog/product/sial/11569?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D1283/index.html,https://www.thermofisher.com/order/catalog/product/225600250
O=Cc1ccc(O)c(O)c1,"InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H",IBGBGRVKPALMCQ-UHFFFAOYSA-N,8768.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/139-85-5.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-0669,https://www.sigmaaldrich.com/catalog/product/sial/37520?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D0566/index.html,https://www.thermofisher.com/order/catalog/product/114850250
NC(Cc1ccc(O)c(O)c1)C(=O)O,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)",WTDRDQBEARUVNC-UHFFFAOYSA-N,836.0,"['Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",,https://www.combi-blocks.com/cgi-bin/find.cgi?QC-1041,https://www.sigmaaldrich.com/catalog/product/aldrich/102164?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D0599/index.html,https://www.thermofisher.com/order/catalog/product/167531000
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18+,21-/m0/s1",OXGUCUVFOIWWQJ-HQBVPOQASA-N,5280459.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.ambeed.com/products/522-12-3.html,https://www.combi-blocks.com/cgi-bin/find.cgi?HA-4489,https://www.sigmaaldrich.com/catalog/product/sial/00740580?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
CC(C)(C)c1cc(O)ccc1O,"InChI=1S/C10H14O2/c1-10(2,3)8-6-7(11)4-5-9(8)12/h4-6,11-12H,1-3H3",BGNXCDMCOKJUMV-UHFFFAOYSA-N,16043.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/1948-33-0.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QF-8067,https://www.sigmaaldrich.com/catalog/product/sial/07293?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/B0833/index.html,https://www.thermofisher.com/order/catalog/product/150820020
O=c1c(O[C@@H]2O[C@H]([C@H](O)CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,"InChI=1S/C21H20O12/c22-6-12(27)19-16(29)17(30)21(32-19)33-20-15(28)14-11(26)4-8(23)5-13(14)31-18(20)7-1-2-9(24)10(25)3-7/h1-5,12,16-17,19,21-27,29-30H,6H2/t12-,16-,17-,19-,21+/m1/s1",OPJZLUXFQFQYAI-GNPVFZCLSA-N,5484006.0,['Ambeed'],https://www.ambeed.com/products/21637-25-2.html,,,,
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1.[Cl-],"InChI=1S/C15H10O7.ClH/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6;/h1-5H,(H5-,16,17,18,19,20,21);1H",FFNDMZIBVDSQFI-UHFFFAOYSA-N,68245.0,"['Sigma-Aldrich', 'Thermo Fisher Scientific']",,,https://www.sigmaaldrich.com/catalog/product/sial/14389?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,https://www.thermofisher.com/order/catalog/product/171400025
O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,"InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H/t14-,15+/m0/s1",CXQWRCVTCMQVQX-LSDHHAIUSA-N,439533.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/480-18-2.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-7367,https://www.sigmaaldrich.com/catalog/product/sial/03890585?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,https://www.tcichemicals.com/p/T3666,
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,"InChI=1S/C15H10O6/c16-8-2-3-9-12(6-8)21-15(14(20)13(9)19)7-1-4-10(17)11(18)5-7/h1-6,16-18,20H",XHEFDIBZLJXQHF-UHFFFAOYSA-N,5281614.0,"['Combi-Blocks', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-9821,,http://www.tcichemicals.com/eshop/en/us/commodity/T0121/index.html,https://www.thermofisher.com/order/catalog/product/L14207.MD
CCCOC(=O)c1cc(O)c(O)c(O)c1,"InChI=1S/C10H12O5/c1-2-3-15-10(14)6-4-7(11)9(13)8(12)5-6/h4-5,11-13H,2-3H2,1H3",ZTHYODDOHIVTJV-UHFFFAOYSA-N,4947.0,"['Ambeed', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/121-79-9.html,,https://www.sigmaaldrich.com/catalog/product/sigma/02370?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/G0018/index.html,https://www.thermofisher.com/order/catalog/product/131581000
COC(=O)c1cc(O)c(O)c(O)c1,"InChI=1S/C8H8O5/c1-13-8(12)4-2-5(9)7(11)6(10)3-4/h2-3,9-11H,1H3",FBSFWRHWHYMIOG-UHFFFAOYSA-N,7428.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/99-24-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QB-8711,https://www.sigmaaldrich.com/catalog/product/aldrich/274194?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/G0017/index.html,https://www.thermofisher.com/order/catalog/product/243462500
O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,"InChI=1S/C15H12O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-5,13,16-19H,6H2/t13-/m0/s1",SBHXYTNGIZCORC-ZDUSSCGKSA-N,440735.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.ambeed.com/products/552-58-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QI-5162,https://www.sigmaaldrich.com/catalog/product/sigma/74565?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
Cc1ccc(O)c(O)c1,"InChI=1S/C7H8O2/c1-5-2-3-6(8)7(9)4-5/h2-4,8-9H,1H3",ZBCATMYQYDCTIZ-UHFFFAOYSA-N,9958.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/452-86-8.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QF-1973,https://www.sigmaaldrich.com/catalog/product/aldrich/m34200?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/M0413/index.html,https://www.thermofisher.com/order/catalog/product/126510250
Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,"InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,667639.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/10083-24-6.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QF-7073,https://www.sigmaaldrich.com/catalog/product/sigma/p0453?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/P1928/index.html,
O=C(O)C=Cc1ccc(O)c(O)c1,"InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)",QAIPRVGONGVQAS-UHFFFAOYSA-N,2518.0,['Thermo Fisher Scientific'],,,,,https://www.thermofisher.com/order/catalog/product/114930050
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,72276.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/490-46-0.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-3581,https://www.sigmaaldrich.com/catalog/product/sial/03940590?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,https://www.tcichemicals.com/p/E1226,
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,"InChI=1S/C19H18O11/c20-4-11-15(25)17(27)18(28)19(30-11)12-8(23)3-10-13(16(12)26)14(24)5-1-6(21)7(22)2-9(5)29-10/h1-3,11,15,17-23,25-28H,4H2/t11-,15-,17+,18-,19+/m1/s1",AEDDIBAIWPIIBD-ZJKJAXBQSA-N,5281647.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/4773-96-0.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QV-5320,https://www.sigmaaldrich.com/catalog/product/sial/06279?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,https://www.tcichemicals.com/p/M2886,
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,"InChI=1S/C10H13NO4/c1-10(11,9(14)15)5-6-2-3-7(12)8(13)4-6/h2-4,12-13H,5,11H2,1H3,(H,14,15)/t10-/m0/s1",CJCSPKMFHVPWAR-JTQLQIEISA-N,38853.0,"['Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",,https://www.combi-blocks.com/cgi-bin/find.cgi?QV-8026,https://www.sigmaaldrich.com/catalog/product/usp/1426002?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D1817/index.html,
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15-,17+,18-,21+/m1/s1",OVSQVDMCBVZWGM-QSOFNFLRSA-N,5280804.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.ambeed.com/products/482-35-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QC-6151,https://www.sigmaaldrich.com/catalog/product/sial/00140585?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
O=C(O)c1cccc(O)c1O,"InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)",GLDQAMYCGOIJDV-UHFFFAOYSA-N,19.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/303-38-8.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-0490,https://www.sigmaaldrich.com/catalog/product/aldrich/126209?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/C0054/index.html,https://www.thermofisher.com/order/catalog/product/155170050
O=c1ccc2cc(O)c(O)cc2o1,"InChI=1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H",ILEDWLMCKZNDJK-UHFFFAOYSA-N,5281416.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/305-01-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QF-5202,https://www.sigmaaldrich.com/catalog/product/aldrich/246573?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/E0386/index.html,https://www.thermofisher.com/order/catalog/product/A15393.03
O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1,"InChI=1S/C17H16O4/c18-15-8-6-14(12-16(15)19)7-9-17(20)21-11-10-13-4-2-1-3-5-13/h1-9,12,18-19H,10-11H2",SWUARLUWKZWEBQ-UHFFFAOYSA-N,108042.0,['TCI (Tokyo Chemical Industry)'],,,,http://www.tcichemicals.com/eshop/en/us/commodity/P2088/index.html,
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,"InChI=1S/C10H14N2O4/c1-10(12-11,9(15)16)5-6-2-3-7(13)8(14)4-6/h2-4,12-14H,5,11H2,1H3,(H,15,16)/t10-/m0/s1",TZFNLOMSOLWIDK-JTQLQIEISA-N,34359.0,"['Ambeed', 'Combi-Blocks', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/28860-95-9.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-5946,,http://www.tcichemicals.com/eshop/en/us/commodity/C2450/index.html,
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2",PFTAWBLQPZVEMU-UHFFFAOYSA-N,1203.0,"['Ambeed', 'Combi-Blocks', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/13392-26-2.html,https://www.combi-blocks.com/cgi-bin/find.cgi?HE-3467,,http://www.tcichemicals.com/eshop/en/us/commodity/C0705/index.html,https://www.thermofisher.com/order/catalog/product/J61218.FPL
O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,"InChI=1S/C21H20O11/c22-6-14-17(28)18(29)19(30)21(32-14)16-11(26)4-10(25)15-12(27)5-13(31-20(15)16)7-1-2-8(23)9(24)3-7/h1-5,14,17-19,21-26,28-30H,6H2/t14-,17-,18+,19-,21+/m1/s1",PLAPMLGJVGLZOV-VPRICQMDSA-N,5281675.0,"['Ambeed', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/28608-75-5.html,,https://www.sigmaaldrich.com/catalog/product/sial/03810585?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,https://www.tcichemicals.com/p/O0503,
O=C(OC12CC3CC(CC(C3)C1)C2)c1ccc(NCc2cc(O)ccc2O)cc1,"InChI=1S/C24H27NO4/c26-21-5-6-22(27)19(10-21)14-25-20-3-1-18(2-4-20)23(28)29-24-11-15-7-16(12-24)9-17(8-15)13-24/h1-6,10,15-17,25-27H,7-9,11-14H2",YJZSUCFGHXQWDM-UHFFFAOYSA-N,387042.0,['Sigma-Aldrich'],,,https://www.sigmaaldrich.com/catalog/product/sigma/sml1110?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,"InChI=1S/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2/t14-,17-,19+,20-,21+/m1/s1",ODBRNZZJSYPIDI-VJXVFPJBSA-N,114776.0,"['Ambeed', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/4261-42-1.html,,https://www.sigmaaldrich.com/catalog/product/sigma/02187?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,https://www.tcichemicals.com/p/I1087,
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,"InChI=1S/C21H20O11/c22-7-16-18(27)19(28)20(29)21(32-16)30-9-4-12(25)17-13(26)6-14(31-15(17)5-9)8-1-2-10(23)11(24)3-8/h1-6,16,18-25,27-29H,7H2/t16-,18-,19+,20-,21-/m1/s1",PEFNSGRTCBGNAN-QNDFHXLGSA-N,5280637.0,"['Ambeed', 'Sigma-Aldrich']",https://www.ambeed.com/products/5373-11-5.html,,https://www.sigmaaldrich.com/catalog/product/sial/03600585?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,"InChI=1S/C14H15N3O5/c1-3-16(4-2)14(20)10(8-15)5-9-6-11(17(21)22)13(19)12(18)7-9/h5-7,18-19H,3-4H2,1-2H3/b10-5+",JRURYQJSLYLRLN-BJMVGYQFSA-N,5281081.0,"['Ambeed', 'Combi-Blocks', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/130929-57-6.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-2900,,https://www.tcichemicals.com/p/E0961,
