Delete? (y/n),SERIAL_NUMBER,NAME,TAGS,PACK_SIZE,AMOUNT_IN_STOCK,In stock? (y/n),LOCATION,SUB_LOCATION,SUB_LOCATION2,MANUFACTURER,SUPPLIER,SUPPLY_DATE,CATALOG_NUMBER,PRICE,COMMENTS,EXPIRATION_DATE,LOT_NUMBER,URL1,URL2,CAS_NUMBER,OWNER,BARCODE,FORMULA,PURITY,MW,PHYSICAL_STATE
N,ch-11308,dichloroacetyl chloride,,100g,1.0,Y,Organics,C02,,,Sigma-Aldrich,,,,,,,,,79-36-7,,C02-0032,C2HCl3O,,,
