SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY
O=C(O)c1c[nH]c2c(Cl)cc(Cl)cc2c1=O,2.5331,2,3,1,70.16,21,61.54800000000001,True,False,False,False,258.05999999999995,False,False,False,"InChI=1S/C10H5Cl2NO3/c11-4-1-5-8(7(12)2-4)13-3-6(9(5)14)10(15)16/h1-3H,(H,13,14)(H,15,16)",MWYNRQAQJXKFLD-UHFFFAOYSA-N
N#CCC(=O)NN=C(N)CSc1ccccn1,0.4757799999999995,2,5,5,104.16,28,64.95610000000002,True,False,False,False,249.2990000000001,False,False,False,"InChI=1S/C10H11N5OS/c11-5-4-9(16)15-14-8(12)7-17-10-3-1-2-6-13-10/h1-3,6H,4,7H2,(H2,12,14)(H,15,16)",XVDMAZWPMSGDPE-UHFFFAOYSA-N
COc1cc(OC)c2[nH]c(C)cc(=O)c2c1,1.85372,1,3,5,51.32,29,62.40970000000002,True,False,False,False,219.2400000000001,False,False,False,"InChI=1S/C12H13NO3/c1-7-4-10(14)9-5-8(15-2)6-11(16-3)12(9)13-7/h4-6H,1-3H3,(H,13,14)",HSWLTMTZQPZCEO-UHFFFAOYSA-N
O=C(O)c1ccc2c(O)c(C(=O)O)cnc2c1,1.3368,3,6,3,107.72,24,57.32640000000001,True,False,False,False,233.17900000000003,False,False,False,"InChI=1S/C11H7NO5/c13-9-6-2-1-5(10(14)15)3-8(6)12-4-7(9)11(16)17/h1-4H,(H,12,13)(H,14,15)(H,16,17)",QLHSVJRXHWXBHT-UHFFFAOYSA-N
Cc1cc(S)ncc1C1CCCN1C(C)C,3.224020000000001,1,3,6,16.130000000000003,36,70.04300000000005,True,False,False,False,236.38400000000016,False,False,False,"InChI=1S/C13H20N2S/c1-9(2)15-6-4-5-12(15)11-8-14-13(16)7-10(11)3/h7-9,12H,4-6H2,1-3H3,(H,14,16)",SCABHWLXTGKNDB-UHFFFAOYSA-N
Cc1cc(O)nc(-c2ccncc2)n1,1.5526199999999994,1,4,3,58.900000000000006,23,51.66480000000002,True,False,False,False,187.20200000000008,False,False,False,"InChI=1S/C10H9N3O/c1-7-6-9(14)13-10(12-7)8-2-4-11-5-3-8/h2-6H,1H3,(H,12,13,14)",UFMQZZRBKSOEKS-UHFFFAOYSA-N
O=C(O)c1cnc2c(F)c(Cl)ccc2c1O,2.4311000000000003,2,4,2,70.42,21,55.33510000000001,True,False,False,False,241.605,False,False,False,"InChI=1S/C10H5ClFNO3/c11-6-2-1-4-8(7(6)12)13-3-5(9(4)14)10(15)16/h1-3H,(H,13,14)(H,15,16)",KJOFIBYCYSWMEM-UHFFFAOYSA-N
CCn1c(-c2ccc3ncccc3c2)n[nH]c1=S,3.175790000000001,1,4,3,46.5,30,73.82270000000003,True,False,False,False,256.33400000000006,False,False,False,"InChI=1S/C13H12N4S/c1-2-17-12(15-16-13(17)18)10-5-6-11-9(8-10)4-3-7-14-11/h3-8H,2H2,1H3,(H,16,18)",FHHRJWWSYATCJT-UHFFFAOYSA-N
O=C(O)c1cc(-c2ccccc2)c2c(=O)[nH]c(=S)[nH]c2n1,2.34589,3,5,2,98.84,30,79.94370000000002,True,False,False,False,299.3109999999998,False,False,False,"InChI=1S/C14H9N3O3S/c18-12-10-8(7-4-2-1-3-5-7)6-9(13(19)20)15-11(10)16-14(21)17-12/h1-6H,(H,19,20)(H2,15,16,17,18,21)",WLYPVDRAAIOTMC-UHFFFAOYSA-N
Nc1ccccc1-c1nnc(-c2ccccn2)[nH]1,2.1159,2,4,3,80.47999999999999,29,69.4621,True,False,False,False,237.26600000000008,False,False,False,"InChI=1S/C13H11N5/c14-10-6-2-1-5-9(10)12-16-13(18-17-12)11-7-3-4-8-15-11/h1-8H,14H2,(H,16,17,18)",BRGVDBMZFWNCBT-UHFFFAOYSA-N
Nc1ccccc1-c1nnc(-c2ccncc2)[nH]1,2.1159,2,4,3,80.47999999999999,29,69.4621,True,False,False,False,237.26600000000008,False,False,False,"InChI=1S/C13H11N5/c14-11-4-2-1-3-10(11)13-16-12(17-18-13)9-5-7-15-8-6-9/h1-8H,14H2,(H,16,17,18)",JGODTGGRKRVWEI-UHFFFAOYSA-N
Cc1cc(=O)n2[nH]c(-c3cccnc3)nc2n1,0.7880199999999997,1,5,2,75.94,26,61.57570000000001,True,False,False,False,227.2270000000001,False,False,False,"InChI=1S/C11H9N5O/c1-7-5-9(17)16-11(13-7)14-10(15-16)8-3-2-4-12-6-8/h2-6H,1H3,(H,13,14,15)",RSZCHXFOGPIDEX-UHFFFAOYSA-N
Cc1cc(=S)[nH]cc1C1CCCN1C=O,2.34591,1,2,2,36.1,29,61.10870000000003,True,False,False,False,222.3130000000001,False,False,False,"InChI=1S/C11H14N2OS/c1-8-5-11(15)12-6-9(8)10-3-2-4-13(10)7-14/h5-7,10H,2-4H2,1H3,(H,12,15)",ILELZHSFIITTDC-UHFFFAOYSA-N
Cc1ccc(C)c2c(O)c(C(=O)O)cnc12,2.25544,2,4,4,70.42,27,59.84110000000001,True,False,False,False,217.22400000000007,False,False,False,"InChI=1S/C12H11NO3/c1-6-3-4-7(2)10-9(6)11(14)8(5-13-10)12(15)16/h3-5H,1-2H3,(H,13,14)(H,15,16)",DJOCEZXDNSFDGF-UHFFFAOYSA-N
CCN1CCCC1c1c[nH]c(=S)c(C)c1,3.209410000000002,1,2,4,19.03,33,65.58570000000003,True,False,False,False,222.35700000000017,False,False,False,"InChI=1S/C12H18N2S/c1-3-14-6-4-5-11(14)10-7-9(2)12(15)13-8-10/h7-8,11H,3-6H2,1-2H3,(H,13,15)",MBIFUZJZQMGQPY-UHFFFAOYSA-N
Cc1cc(Br)cc2c(O)c(C(=O)O)cnc12,2.7095200000000004,2,4,3,70.42,24,62.804100000000005,True,False,False,False,282.09299999999985,False,False,False,"InChI=1S/C11H8BrNO3/c1-5-2-6(12)3-7-9(5)13-4-8(10(7)14)11(15)16/h2-4H,1H3,(H,13,14)(H,15,16)",QQAKWUOQYYHCSK-UHFFFAOYSA-N
O=C(O)Cc1nc(-c2ccncc2)n[nH]1,0.4937999999999998,2,5,3,91.76,23,50.95350000000001,True,False,False,False,204.18900000000008,False,False,False,"InChI=1S/C9H8N4O2/c14-8(15)5-7-11-9(13-12-7)6-1-3-10-4-2-6/h1-4H,5H2,(H,14,15)(H,11,12,13)",VUMDGYBTAWXDAB-UHFFFAOYSA-N
CC(C)c1cccc2c(O)c(C(=O)O)cnc12,2.7620000000000005,2,4,5,70.42,30,64.45610000000002,True,False,False,False,231.2510000000001,False,False,False,"InChI=1S/C13H13NO3/c1-7(2)8-4-3-5-9-11(8)14-6-10(12(9)15)13(16)17/h3-7H,1-2H3,(H,14,15)(H,16,17)",KGDOGYITTVCUJA-UHFFFAOYSA-N
COCc1cc(O)nc(-c2ccncc2)n1,1.3905999999999998,1,5,5,68.13,27,57.64080000000003,True,False,False,False,217.2280000000001,False,False,False,"InChI=1S/C11H11N3O2/c1-16-7-9-6-10(15)14-11(13-9)8-2-4-12-5-3-8/h2-6H,7H2,1H3,(H,13,14,15)",IFUHUEMGFBALDC-UHFFFAOYSA-N
CC(C)(C)c1cc(C(=O)O)nc2[nH]c(=S)[nH]c(=O)c12,1.97639,3,5,1,98.83999999999996,32,73.20770000000002,True,False,False,False,279.32099999999974,False,False,False,"InChI=1S/C12H13N3O3S/c1-12(2,3)5-4-6(10(17)18)13-8-7(5)9(16)15-11(19)14-8/h4H,1-3H3,(H,17,18)(H2,13,14,15,16,19)",DBKCUKNWHBTBSH-UHFFFAOYSA-N
CCCc1cc(O)c2cc(OC)ccc2n1,2.9015000000000013,1,3,6,42.35,31,63.95480000000004,True,False,False,False,217.2680000000001,False,False,False,"InChI=1S/C13H15NO2/c1-3-4-9-7-13(15)11-8-10(16-2)5-6-12(11)14-9/h5-8H,3-4H2,1-2H3,(H,14,15)",SILBPTYHCIOZFB-UHFFFAOYSA-N
NNc1ccc2cccc(O)c2n1,1.226,3,4,3,71.17,22,51.21790000000001,True,False,False,False,175.19100000000006,False,False,False,"InChI=1S/C9H9N3O/c10-12-8-5-4-6-2-1-3-7(13)9(6)11-8/h1-5,13H,10H2,(H,11,12)",FKQJACHAEBSDHQ-UHFFFAOYSA-N
Oc1ccc(-c2ccncc2)nn1,1.2441999999999993,1,4,2,58.900000000000006,20,46.92780000000002,True,False,False,False,173.17500000000007,False,False,False,"InChI=1S/C9H7N3O/c13-9-2-1-8(11-12-9)7-3-5-10-6-4-7/h1-6H,(H,12,13)",LPRDIYKZZIDTPV-UHFFFAOYSA-N
CCOC(=O)c1cnc2ccc(C(C)=O)cc2c1O,2.3197000000000005,1,5,6,76.49,32,69.36880000000002,True,False,False,False,259.261,False,False,False,"InChI=1S/C14H13NO4/c1-3-19-14(18)11-7-15-12-5-4-9(8(2)16)6-10(12)13(11)17/h4-7H,3H2,1-2H3,(H,15,17)",GMLXNCOTYSICIS-UHFFFAOYSA-N
COC(=O)c1cc(O)c2cc(Br)ccc2n1,2.4895000000000005,1,4,3,59.42,24,62.44730000000002,True,False,False,False,282.09299999999985,False,False,False,"InChI=1S/C11H8BrNO3/c1-16-11(15)9-5-10(14)7-4-6(12)2-3-8(7)13-9/h2-5H,1H3,(H,13,14)",DUKAAWDFGPMTJT-UHFFFAOYSA-N
Nc1c[nH]nc1-c1ccccn1,1.0539,2,3,2,67.59,20,46.231100000000005,True,False,False,False,160.18000000000006,False,False,False,"InChI=1S/C8H8N4/c9-6-5-11-12-8(6)7-3-1-2-4-10-7/h1-5H,9H2,(H,11,12)",GNGWHMSDNCVLMG-UHFFFAOYSA-N
Cc1nc(S)ccc1C1=NCCCC1,2.65172,1,3,3,25.25,28,61.48100000000003,True,False,False,False,206.3140000000001,False,False,False,"InChI=1S/C11H14N2S/c1-8-9(5-6-11(14)13-8)10-4-2-3-7-12-10/h5-6H,2-4,7H2,1H3,(H,13,14)",YBFMTOIBXGXOAG-UHFFFAOYSA-N
O=C(O)c1cc(=O)c2cccc(O)c2[nH]1,0.9318999999999996,3,4,2,90.39,22,53.192800000000005,True,False,False,False,205.16900000000004,False,False,False,"InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)",FBZONXHGGPHHIY-UHFFFAOYSA-N
COC(=O)c1cc(O)c2cccc(OC)c2n1,1.7355999999999998,1,5,5,68.65,28,61.29930000000002,True,False,False,False,233.22300000000007,False,False,False,"InChI=1S/C12H11NO4/c1-16-10-5-3-4-7-9(14)6-8(12(15)17-2)13-11(7)10/h3-6H,1-2H3,(H,13,14)",JFWIAQNNAPXWLS-UHFFFAOYSA-N
O=CN1CCCCC1c1ccc(S)nc1,2.0537,1,3,2,33.2,29,60.85100000000004,True,False,False,False,222.3130000000001,False,False,False,"InChI=1S/C11H14N2OS/c14-8-13-6-2-1-3-10(13)9-4-5-11(15)12-7-9/h4-5,7-8,10H,1-3,6H2,(H,12,15)",IJDOIDWNNKPVRY-UHFFFAOYSA-N
O=CN1CCCC1c1ccc[nH]c1=S,2.03749,1,2,1,36.1,26,56.37170000000003,True,False,False,False,208.2860000000001,False,False,False,"InChI=1S/C10H12N2OS/c13-7-12-6-2-4-9(12)8-3-1-5-11-10(8)14/h1,3,5,7,9H,2,4,6H2,(H,11,14)",JUWKQTQGDKELCS-UHFFFAOYSA-N
Sc1ccc(C2=NCCCC2)cn1,2.3432999999999997,1,3,2,25.25,25,56.74400000000003,True,False,False,False,192.2870000000001,False,False,False,"InChI=1S/C10H12N2S/c13-10-5-4-8(7-12-10)9-3-1-2-6-11-9/h4-5,7H,1-3,6H2,(H,12,13)",VIFPLFJPAPDDLT-UHFFFAOYSA-N
O=C(c1ccccc1)c1ccc(S)nc1,2.6013,1,3,3,29.96,24,61.36350000000002,True,False,False,False,215.27700000000007,False,False,False,"InChI=1S/C12H9NOS/c14-12(9-4-2-1-3-5-9)10-6-7-11(15)13-8-10/h1-8H,(H,13,15)",JUUPSOYQCXVVMT-UHFFFAOYSA-N
CC(=O)c1ccc2ncc(C(=O)O)c(O)c2c1,1.8412,2,5,4,87.49000000000001,26,60.37160000000002,True,False,False,False,231.20700000000005,False,False,False,"InChI=1S/C12H9NO4/c1-6(14)7-2-3-10-8(4-7)11(15)9(5-13-10)12(16)17/h2-5H,1H3,(H,13,15)(H,16,17)",CLQPPQKOHRGIFH-UHFFFAOYSA-N
O=c1c2ccccc2[nH]c(=S)n1Cc1ccccn1,2.50239,1,4,2,50.68,30,76.73170000000003,True,False,False,False,269.3289999999997,False,False,False,"InChI=1S/C14H11N3OS/c18-13-11-6-1-2-7-12(11)16-14(19)17(13)9-10-5-3-4-8-15-10/h1-8H,9H2,(H,16,19)",PAAOKGWSUGKWFC-UHFFFAOYSA-N
O=C(NC1CC1)c1cc(S)nc2ccccc12,2.4157,2,3,3,41.99,29,69.48320000000002,True,False,False,False,244.31900000000007,False,False,False,"InChI=1S/C13H12N2OS/c16-13(14-8-5-6-8)10-7-12(17)15-11-4-2-1-3-9(10)11/h1-4,7-8H,5-6H2,(H,14,16)(H,15,17)",COBBOATVYIUJJC-UHFFFAOYSA-N
Cc1[nH]c(=S)ccc1C1CCCCN1,2.867210000000001,2,2,2,27.82,30,60.95840000000003,True,False,False,False,208.33000000000013,False,False,False,"InChI=1S/C11H16N2S/c1-8-9(5-6-11(14)13-8)10-4-2-3-7-12-10/h5-6,10,12H,2-4,7H2,1H3,(H,13,14)",IFRIRUFZJQLFDR-UHFFFAOYSA-N
Cc1c(Cl)ccc2c(O)c(C(=O)O)cnc12,2.60042,2,4,3,70.42,24,60.11410000000001,True,False,False,False,237.64200000000005,False,False,False,"InChI=1S/C11H8ClNO3/c1-5-8(12)3-2-6-9(5)13-4-7(10(6)14)11(15)16/h2-4H,1H3,(H,13,14)(H,15,16)",KIGXAPARJYAEQL-UHFFFAOYSA-N
NC(=NO)c1ccc(-c2ccccc2)nc1Cl,2.4965,2,3,3,71.5,27,67.19390000000001,True,False,False,False,247.6850000000001,False,False,False,"InChI=1S/C12H10ClN3O/c13-11-9(12(14)16-17)6-7-10(15-11)8-4-2-1-3-5-8/h1-7,17H,(H2,14,16)",YOLJFPBYHNISSM-UHFFFAOYSA-N
CCOC(=O)c1c[nH]c2ccc(OC)cc2c1=O,1.7134,1,4,5,68.39000000000001,31,67.07720000000002,True,False,False,False,247.25000000000009,False,False,False,"InChI=1S/C13H13NO4/c1-3-18-13(16)10-7-14-11-5-4-8(17-2)6-9(11)12(10)15/h4-7H,3H2,1-2H3,(H,14,15)",VNGGYIBIGOOVNP-UHFFFAOYSA-N
C=CCn1c(-c2ccncc2)n[nH]c1=S,2.18869,1,4,3,46.5,25,60.83970000000002,True,False,False,False,218.2850000000001,False,False,False,"InChI=1S/C10H10N4S/c1-2-7-14-9(12-13-10(14)15)8-3-5-11-6-4-8/h2-6H,1,7H2,(H,13,15)",YDSITGDYTVXFBE-UHFFFAOYSA-N
COC(=O)c1cc(=O)c2ccc(Cl)c(F)c2[nH]1,2.1072,1,3,2,59.16,24,60.8762,True,False,False,False,255.63200000000003,False,False,False,"InChI=1S/C11H7ClFNO3/c1-17-11(16)7-4-8(15)5-2-3-6(12)9(13)10(5)14-7/h2-4H,1H3,(H,14,15)",QNQCGOHVBPQXAH-UHFFFAOYSA-N
Cc1cc(O)c2cc(F)cc(F)c2n1,2.5270200000000003,1,2,2,33.120000000000005,21,48.06080000000002,True,False,False,False,195.16800000000003,False,False,False,"InChI=1S/C10H7F2NO/c1-5-2-9(14)7-3-6(11)4-8(12)10(7)13-5/h2-4H,1H3,(H,13,14)",GFYSQYURFCGHAG-UHFFFAOYSA-N
COc1ccc(Br)c2nccc(O)c12,2.711500000000002,1,3,3,42.35,22,57.659800000000025,True,False,False,False,254.08300000000003,False,False,False,"InChI=1S/C10H8BrNO2/c1-14-8-3-2-6(11)10-9(8)7(13)4-5-12-10/h2-5H,1H3,(H,12,13)",AJYLXPGUZHOYLF-UHFFFAOYSA-N
CC(C)N1CCCCC1c1ccc(S)nc1,3.3057000000000016,1,3,5,16.130000000000003,36,69.92300000000004,True,False,False,False,236.3840000000002,False,False,False,"InChI=1S/C13H20N2S/c1-10(2)15-8-4-3-5-12(15)11-6-7-13(16)14-9-11/h6-7,9-10,12H,3-5,8H2,1-2H3,(H,14,16)",WLLQZDOFQIGRJT-UHFFFAOYSA-N
CCc1cc(O)c2cc(Oc3ccccc3)ccc2n1,4.295100000000002,1,3,5,42.35,35,79.30180000000003,True,False,False,False,265.31199999999984,False,False,False,"InChI=1S/C17H15NO2/c1-2-12-10-17(19)15-11-14(8-9-16(15)18-12)20-13-6-4-3-5-7-13/h3-11H,2H2,1H3,(H,18,19)",RZUFSGUAPSYNDO-UHFFFAOYSA-N
COC(=O)c1n[nH]c2cccnc12,0.7444999999999999,1,4,2,67.87,20,45.228200000000015,True,False,False,False,177.16300000000007,False,False,False,"InChI=1S/C8H7N3O2/c1-13-8(12)7-6-5(10-11-7)3-2-4-9-6/h2-4H,1H3,(H,10,11)",OWIHNHBYZCKVCP-UHFFFAOYSA-N
N=C(Cc1ccccn1)NO,0.58017,3,3,3,69.0,20,40.589900000000014,True,False,False,False,151.16900000000007,False,False,False,"InChI=1S/C7H9N3O/c8-7(10-11)5-6-3-1-2-4-9-6/h1-4,11H,5H2,(H2,8,10)",PXMSSPLOGAKGEO-UHFFFAOYSA-N
Cn1ncc2c(O)c(C(=O)O)cnc21,0.3720999999999999,2,6,3,88.24,21,47.13310000000001,True,False,False,False,193.16200000000003,False,False,False,"InChI=1S/C8H7N3O3/c1-11-7-4(3-10-11)6(12)5(2-9-7)8(13)14/h2-3H,1H3,(H,9,12)(H,13,14)",KAFMRRZHGGINJG-UHFFFAOYSA-N
O=[N+]([O-])c1ccc2[nH]c(-c3ccccn3)nc2c1,2.5331,1,4,2,84.71,26,65.97910000000002,True,False,False,False,240.2220000000001,False,False,False,"InChI=1S/C12H8N4O2/c17-16(18)8-4-5-9-11(7-8)15-12(14-9)10-3-1-2-6-13-10/h1-7H,(H,14,15)",VRZGTMSSHMHGPC-UHFFFAOYSA-N
O=C(O)c1ccc2[nH]c(-c3ccccn3)nc2c1,2.3231,2,4,2,78.86999999999999,27,66.28400000000002,True,False,False,False,239.2340000000001,False,False,False,"InChI=1S/C13H9N3O2/c17-13(18)8-4-5-9-11(7-8)16-12(15-9)10-3-1-2-6-14-10/h1-7H,(H,15,16)(H,17,18)",HCHZJVIOJPDFKA-UHFFFAOYSA-N
CCc1nc(=O)c2ccncc2[nH]1,0.8804999999999998,1,3,2,58.64,22,49.536700000000025,True,False,False,False,175.19100000000006,False,False,False,"InChI=1S/C9H9N3O/c1-2-8-11-7-5-10-4-3-6(7)9(13)12-8/h3-5H,2H2,1H3,(H,11,12,13)",LZVTYGZUUBGUAD-UHFFFAOYSA-N
COC(=O)c1nc2nc(Cl)ccc2[nH]1,1.3979,1,4,2,67.87,20,50.238200000000006,True,False,False,False,211.6080000000001,False,False,False,"InChI=1S/C8H6ClN3O2/c1-14-8(13)7-10-4-2-3-5(9)11-6(4)12-7/h2-3H,1H3,(H,10,11,12)",CPJWKRTZRJFGKI-UHFFFAOYSA-N
COC(=O)c1ccc2cc[nH]c2n1,1.3494999999999997,1,3,2,54.98,21,47.433200000000014,True,False,False,False,176.17500000000007,False,False,False,"InChI=1S/C9H8N2O2/c1-13-9(12)7-3-2-6-4-5-10-8(6)11-7/h2-5H,1H3,(H,10,11)",XNOPDFAJQROROS-UHFFFAOYSA-N
CCC(=O)c1ccc(=S)[nH]c1C,2.6453100000000003,1,2,4,32.86,23,50.98520000000002,True,False,False,False,181.2600000000001,False,False,False,"InChI=1S/C9H11NOS/c1-3-8(11)7-4-5-9(12)10-6(7)2/h4-5H,3H2,1-2H3,(H,10,12)",WDMDTJPMIMYLQD-UHFFFAOYSA-N
S=c1[nH]cccc1C1=NCCCC1,2.7171900000000004,1,2,1,28.15,25,56.88170000000002,True,False,False,False,192.2870000000001,False,False,False,"InChI=1S/C10H12N2S/c13-10-8(4-3-7-12-10)9-5-1-2-6-11-9/h3-4,7H,1-2,5-6H2,(H,12,13)",FRGNXTSITHYPEE-UHFFFAOYSA-N
Cc1cc(S)ncc1C1CCCN1C(=O)c1ccccc1,3.6560200000000016,1,3,4,33.2,39,85.67950000000003,True,False,False,False,298.41099999999966,False,False,False,"InChI=1S/C17H18N2OS/c1-12-10-16(21)18-11-14(12)15-8-5-9-19(15)17(20)13-6-3-2-4-7-13/h2-4,6-7,10-11,15H,5,8-9H2,1H3,(H,18,21)",VREKIHDTNACSSK-UHFFFAOYSA-N
S=c1ccc(C2=NCCC2)c[nH]1,2.32709,1,2,1,28.15,22,52.26470000000001,True,False,False,False,178.26000000000008,False,False,False,"InChI=1S/C9H10N2S/c12-9-4-3-7(6-11-9)8-2-1-5-10-8/h3-4,6H,1-2,5H2,(H,11,12)",YJNILKPTCFDCRW-UHFFFAOYSA-N
CC(C)N1CCCCC1c1cccnc1S,3.305700000000003,1,3,5,16.130000000000003,36,69.92300000000004,True,False,False,False,236.3840000000002,False,False,False,"InChI=1S/C13H20N2S/c1-10(2)15-9-4-3-7-12(15)11-6-5-8-14-13(11)16/h5-6,8,10,12H,3-4,7,9H2,1-2H3,(H,14,16)",XLVUXPKXOVRETI-UHFFFAOYSA-N
N/C(=N\O)c1ccc(C(F)(F)F)cn1,1.1949,2,3,2,71.5,20,41.7499,True,False,False,False,205.139,False,False,False,"InChI=1S/C7H6F3N3O/c8-7(9,10)4-1-2-5(12-3-4)6(11)13-14/h1-3,14H,(H2,11,13)",IOVAOMNWIMZGCG-UHFFFAOYSA-N
O=c1cc(C(F)(F)F)[nH]c2c(Br)cccc12,3.309400000000001,1,1,0,32.86,21,57.270700000000005,True,False,False,False,292.054,False,False,False,"InChI=1S/C10H5BrF3NO/c11-6-3-1-2-5-7(16)4-8(10(12,13)14)15-9(5)6/h1-4H,(H,15,16)",WVDMDQACCBVSTK-UHFFFAOYSA-N
Oc1cc(-c2ccccc2)nc2ccccc12,3.607400000000002,1,2,2,33.120000000000005,28,68.84380000000003,True,False,False,False,221.25900000000004,False,False,False,"InChI=1S/C15H11NO/c17-15-10-14(11-6-2-1-3-7-11)16-13-9-5-4-8-12(13)15/h1-10H,(H,16,17)",JGABMVVOXLQCKZ-UHFFFAOYSA-N
N#Cc1ccc(-c2ccccc2)[nH]c1=S,3.282870000000001,1,2,1,39.58,23,61.77770000000002,True,False,False,False,212.27700000000004,False,False,False,"InChI=1S/C12H8N2S/c13-8-10-6-7-11(14-12(10)15)9-4-2-1-3-5-9/h1-7H,(H,14,15)",XJUANYPYIQLJEC-UHFFFAOYSA-N
Cc1ccc2cc3c(N)[nH]nc3nc2c1,2.00172,2,3,2,67.59,25,60.54410000000001,True,False,False,False,198.22900000000007,False,False,False,"InChI=1S/C11H10N4/c1-6-2-3-7-5-8-10(12)14-15-11(8)13-9(7)4-6/h2-5H,1H3,(H3,12,13,14,15)",CCBBODGTIZUGKH-UHFFFAOYSA-N
Cc1cc(C)c2c(=O)nc(SCC(=O)O)[nH]c2n1,1.1116399999999995,2,6,5,95.94,29,67.99250000000002,True,False,False,False,265.2939999999998,False,False,False,"InChI=1S/C11H11N3O3S/c1-5-3-6(2)12-9-8(5)10(17)14-11(13-9)18-4-7(15)16/h3H,4H2,1-2H3,(H,15,16)(H,12,13,14,17)",YMFVMLKBIKMKAS-UHFFFAOYSA-N
CCc1ccc2[nH]c(C)cc(=O)c2c1,2.3989200000000004,1,1,3,32.86,27,58.68370000000002,True,False,False,False,187.2420000000001,False,False,False,"InChI=1S/C12H13NO/c1-3-9-4-5-11-10(7-9)12(14)6-8(2)13-11/h4-7H,3H2,1-2H3,(H,13,14)",SATXLRUGTDDSCH-UHFFFAOYSA-N
Cc1cc(C(C)O)c[nH]c1=S,2.10591,2,2,4,36.02,22,46.99750000000002,True,False,False,False,169.24900000000008,False,False,False,"InChI=1S/C8H11NOS/c1-5-3-7(6(2)10)4-9-8(5)11/h3-4,6,10H,1-2H3,(H,9,11)",JAHXTXPVGIOYID-UHFFFAOYSA-N
Sc1ncccc1C1=NCCC1,1.9532,1,3,2,25.25,22,52.12700000000002,True,False,False,False,178.26000000000008,False,False,False,"InChI=1S/C9H10N2S/c12-9-7(3-1-6-11-9)8-4-2-5-10-8/h1,3,6H,2,4-5H2,(H,11,12)",PTDCVJYNRCMUMI-UHFFFAOYSA-N
NNC(=O)c1cnc2ccc(Cl)cc2c1O,1.1972999999999994,3,4,3,88.24,24,60.07140000000002,True,False,False,False,237.64600000000004,False,False,False,"InChI=1S/C10H8ClN3O2/c11-5-1-2-8-6(3-5)9(15)7(4-13-8)10(16)14-12/h1-4H,12H2,(H,13,15)(H,14,16)",GZRWYDBNOJUGNR-UHFFFAOYSA-N
CCOC(=O)c1nc(-c2ccccn2)n[nH]1,1.0434,1,5,4,80.75999999999999,26,55.570200000000014,True,False,False,False,218.2160000000001,False,False,False,"InChI=1S/C10H10N4O2/c1-2-16-10(15)9-12-8(13-14-9)7-5-3-4-6-11-7/h3-6H,2H2,1H3,(H,12,13,14)",KHVTXPYEXJSEKT-UHFFFAOYSA-N
O=C(O)c1cnc2cc(O)ccc2c1O,1.3441999999999998,3,5,3,90.65,22,52.031900000000014,True,False,False,False,205.16900000000004,False,False,False,"InChI=1S/C10H7NO4/c12-5-1-2-6-8(3-5)11-4-7(9(6)13)10(14)15/h1-4,12H,(H,11,13)(H,14,15)",KSGSZGACXQALEU-UHFFFAOYSA-N
O=C(O)c1cc(-c2ccncc2)[nH]n1,1.1699,2,4,2,78.86999999999999,21,48.77800000000001,True,False,False,False,189.17400000000004,False,False,False,"InChI=1S/C9H7N3O2/c13-9(14)8-5-7(11-12-8)6-1-3-10-4-2-6/h1-5H,(H,11,12)(H,13,14)",PHKNKTBPYNCTGD-UHFFFAOYSA-N
Nc1ccc2nc(C(=O)O)cc(O)c2c1,1.2208,3,5,3,96.44,23,54.779500000000006,True,False,False,False,204.18500000000003,False,False,False,"InChI=1S/C10H8N2O3/c11-5-1-2-7-6(3-5)9(13)4-8(12-7)10(14)15/h1-4H,11H2,(H,12,13)(H,14,15)",QZEFSCNILAKRAL-UHFFFAOYSA-N
CCn1c(-c2ccncc2)n[nH]c1=S,2.02259,1,4,3,46.5,24,56.31670000000002,True,False,False,False,206.2740000000001,False,False,False,"InChI=1S/C9H10N4S/c1-2-13-8(11-12-9(13)14)7-3-5-10-6-4-7/h3-6H,2H2,1H3,(H,12,14)",ABRXECVGFQUVGO-UHFFFAOYSA-N
COC(=O)c1cc(-c2ccccc2)nc2[nH]c(=N)sc12,2.5574699999999995,2,5,3,78.83,31,76.60090000000002,True,False,False,False,285.3279999999998,False,False,False,"InChI=1S/C14H11N3O2S/c1-19-13(18)9-7-10(8-5-3-2-4-6-8)16-12-11(9)20-14(15)17-12/h2-7H,1H3,(H2,15,16,17)",AMQVFSSHASRAOO-UHFFFAOYSA-N
Cc1cccc2c(=O)c(C#N)c[nH]c12,1.7082,1,2,1,56.65,22,54.020700000000005,True,False,False,False,184.19800000000004,False,False,False,"InChI=1S/C11H8N2O/c1-7-3-2-4-9-10(7)13-6-8(5-12)11(9)14/h2-4,6H,1H3,(H,13,14)",MRVAPQVMJIMWNH-UHFFFAOYSA-N
