,SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY,CID,VENDORS
34728,O=C(NNCNNC(=O)c1ccncc1)c1ccccc1,0.2081,4,5,6,95.15,36,76.7498,True,False,False,False,285.307,False,False,False,"InChI=1S/C14H15N5O2/c20-13(11-4-2-1-3-5-11)18-16-10-17-19-14(21)12-6-8-15-9-7-12/h1-9,16-17H,10H2,(H,18,20)(H,19,21)",XEQFNABHTPAQGA-UHFFFAOYSA-N,44719358,nan
34947,Nc1cnc2nc(N)[nH]c(=O)c2c1,-0.5175,3,5,2,110.68,20,48.9835,True,False,False,False,177.167,False,False,False,"InChI=1S/C7H7N5O/c8-3-1-4-5(10-2-3)11-7(9)12-6(4)13/h1-2H,8H2,(H3,9,10,11,12,13)",LTDDWSHVWVLMOE-UHFFFAOYSA-N,290231,nan
35368,O=C1NN=C(C(F)(F)F)C1=CNCc1cccnc1,1.1032,2,4,3,66.38,28,60.7924,True,False,False,False,270.214,False,False,False,"InChI=1S/C11H9F3N4O/c12-11(13,14)9-8(10(19)18-17-9)6-16-5-7-2-1-3-15-4-7/h1-4,6,16H,5H2,(H,18,19)",KGYFHCTYEJMRAT-UHFFFAOYSA-N,6808575,nan
35396,NC(=S)c1ccnc2ccccc12,1.869,1,2,1,38.91,21,57.6304,True,False,False,False,188.255,False,False,False,"InChI=1S/C10H8N2S/c11-10(13)8-5-6-12-9-4-2-1-3-7(8)9/h1-6H,(H2,11,13)",CVBYCKKBOIJRTK-UHFFFAOYSA-N,604788,nan
35470,CCOC(=O)c1nc2ncccc2c(=O)[nH]1,0.4948,1,5,3,84.94,25,56.1152,True,False,False,False,219.2,False,False,False,"InChI=1S/C10H9N3O3/c1-2-16-10(15)8-12-7-6(9(14)13-8)4-3-5-11-7/h3-5H,2H2,1H3,(H,11,12,13,14)",MDEDCFGBHGAVKA-UHFFFAOYSA-N,12471492,nan
35509,FC(F)Oc1ccnc(C(F)(F)F)c1CCl,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-4-5(16-7(10)11)1-2-15-6(4)8(12,13)14/h1-2,7H,3H2",UQWNWBMQPWMSFW-UHFFFAOYSA-N,131314125,nan
35537,O=C1NN=C(c2ccccc2)C1=CNCc1cccnc1,1.5892,2,4,4,66.38,35,80.2814,True,False,False,False,278.315,False,False,False,"InChI=1S/C16H14N4O/c21-16-14(11-18-10-12-5-4-8-17-9-12)15(19-20-16)13-6-2-1-3-7-13/h1-9,11,18H,10H2,(H,20,21)",PPEGLNJNXINGQC-UHFFFAOYSA-N,6792952,nan
35562,FC(F)Oc1nccc(CCl)c1C(F)(F)F,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-4-1-2-15-6(16-7(10)11)5(4)8(12,13)14/h1-2,7H,3H2",WOORSINLUQKZJO-UHFFFAOYSA-N,131314124,nan
35671,COc1cncc(C)c1CBr,2.29352,0,2,4,22.12,21,48.157,True,False,False,False,216.078,False,False,False,"InChI=1S/C8H10BrNO/c1-6-4-10-5-8(11-2)7(6)3-9/h4-5H,3H2,1-2H3",BUMHUTPMVKRVIE-UHFFFAOYSA-N,130779335,nan
35693,O=c1ccc([N+](=O)[O-])c2[nH]cccc1-2,1.3879,1,3,1,76.0,20,50.3391,True,False,False,False,190.158,False,False,False,"InChI=1S/C9H6N2O3/c12-8-4-3-7(11(13)14)9-6(8)2-1-5-10-9/h1-5,10H",STMKWPDSRNBOFI-UHFFFAOYSA-N,3902253,nan
35697,COC(=O)c1ccc2ncc3c(=O)nc(N)[nH]c3c2c1,0.8401,2,6,3,110.96,30,73.4166,True,False,False,False,270.248,False,False,False,"InChI=1S/C13H10N4O3/c1-20-12(19)6-2-3-9-7(4-6)10-8(5-15-9)11(18)17-13(14)16-10/h2-5H,1H3,(H3,14,16,17,18)",LNXXERJCWMDNEC-UHFFFAOYSA-N,33778964,nan
35802,c1ccc2c(c1)CSC(NCc1ccncc1)=N2,3.1057,1,4,2,37.28,31,75.9087,True,False,False,False,255.346,False,False,False,"InChI=1S/C14H13N3S/c1-2-4-13-12(3-1)10-18-14(17-13)16-9-11-5-7-15-8-6-11/h1-8H,9-10H2,(H,16,17)",XVHLDYKNAMJOQI-UHFFFAOYSA-N,3536447,nan
35900,FC(F)Oc1nc(CCl)ccc1C(F)(F)F,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-4-1-2-5(8(12,13)14)6(15-4)16-7(10)11/h1-2,7H,3H2",CKDKCNGGSSOHIA-UHFFFAOYSA-N,131314131,nan
36105,NNc1nc(O)cc(-c2ccncc2)n1,0.5298,3,6,4,96.95,24,54.7379,True,False,False,False,203.205,False,False,False,"InChI=1S/C9H9N5O/c10-14-9-12-7(5-8(15)13-9)6-1-3-11-4-2-6/h1-5H,10H2,(H2,12,13,14,15)",FRBWYXDJEDXREB-UHFFFAOYSA-N,23326486,nan
36219,CN(C)Cc1c[nH]c2ncccc12,1.6245,1,2,4,31.92,26,53.4847,True,False,False,False,175.235,False,False,False,"InChI=1S/C10H13N3/c1-13(2)7-8-6-12-10-9(8)4-3-5-11-10/h3-6H,7H2,1-2H3,(H,11,12)",RFLCFQLBXWLHKX-UHFFFAOYSA-N,299960,nan
36300,Cc1nc(-c2ccccn2)[nH]c(=O)c1CC(=O)O,0.76742,2,5,4,95.94,29,64.1655,True,False,False,False,245.238,False,False,False,"InChI=1S/C12H11N3O3/c1-7-8(6-10(16)17)12(18)15-11(14-7)9-4-2-3-5-13-9/h2-5H,6H2,1H3,(H,16,17)(H,14,15,18)",BPASQMVGYLCXTI-UHFFFAOYSA-N,45791685,nan
36334,CSC(=S)ON=C(N)c1ccccn1,1.3664,1,5,3,60.5,23,62.1594,True,False,False,False,227.314,False,False,False,"InChI=1S/C8H9N3OS2/c1-14-8(13)12-11-7(9)6-4-2-3-5-10-6/h2-5H,1H3,(H2,9,11)",BIPPFFCRHLDWPM-UHFFFAOYSA-N,93998326,nan
36441,CCOC(=O)C1=C(C)N/C(=C/c2ccncc2)C1=O,1.4319,1,5,5,68.29,33,69.6897,True,False,False,False,258.277,False,False,False,"InChI=1S/C14H14N2O3/c1-3-19-14(18)12-9(2)16-11(13(12)17)8-10-4-6-15-7-5-10/h4-8,16H,3H2,1-2H3/b11-8+",MSFZVOWWQKXPDL-DHZHZOJOSA-N,5725089,nan
36581,FC(F)Oc1cc(CCl)nc(C(F)(F)F)c1,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-4-1-5(16-7(10)11)2-6(15-4)8(12,13)14/h1-2,7H,3H2",SPYRTDLWWRUEPR-UHFFFAOYSA-N,131314115,nan
36708,O=C1NC2=C(CCCC2)C(c2cccnc2)N1,2.2636,2,2,1,54.02,32,64.1394,True,False,False,False,229.283,False,False,False,"InChI=1S/C13H15N3O/c17-13-15-11-6-2-1-5-10(11)12(16-13)9-4-3-7-14-8-9/h3-4,7-8,12H,1-2,5-6H2,(H2,15,16,17)",NZIRTTDCEBJWEA-UHFFFAOYSA-N,44717941,nan
36718,O=C(Nc1ccc2ncccc2c1)c1cc(O)ncn1,1.9827,2,5,3,88.0,30,73.393,True,False,False,False,266.26,False,False,False,"InChI=1S/C14H10N4O2/c19-13-7-12(16-8-17-13)14(20)18-10-3-4-11-9(6-10)2-1-5-15-11/h1-8H,(H,18,20)(H,16,17,19)",XZPGPCDDVVCJIY-UHFFFAOYSA-N,91628498,nan
36797,Oc1cc(/C=C/c2cccnc2)ncn1,1.7476,1,4,3,58.9,24,56.8618,True,False,False,False,199.213,False,False,False,"InChI=1S/C11H9N3O/c15-11-6-10(13-8-14-11)4-3-9-2-1-5-12-7-9/h1-8H,(H,13,14,15)/b4-3+",BEQSSJRKCDMBOY-ONEGZZNKSA-N,45063623,nan
36995,Cn1c(C(N)=S)nc2ncccc21,0.6025,1,4,2,56.73,21,54.3964,True,False,False,False,192.247,False,False,False,"InChI=1S/C8H8N4S/c1-12-5-3-2-4-10-7(5)11-8(12)6(9)13/h2-4H,1H3,(H2,9,13)",HESBQVRPWDSDDD-UHFFFAOYSA-N,465129,nan
37027,N#Cc1c(O)nc(-c2ccccn2)nc1-c1ccccc1,2.78288,1,5,3,82.69,31,77.0788,True,False,False,False,274.283,False,False,False,"InChI=1S/C16H10N4O/c17-10-12-14(11-6-2-1-3-7-11)19-15(20-16(12)21)13-8-4-5-9-18-13/h1-9H,(H,19,20,21)",HVMPDLXOJHIWFW-UHFFFAOYSA-N,1480447,nan
37127,COC(=O)Cc1nccc(N)c1Br,1.1418,1,4,4,65.21,22,52.0694,True,False,False,False,245.076,False,False,False,"InChI=1S/C8H9BrN2O2/c1-13-7(12)4-6-8(9)5(10)2-3-11-6/h2-3H,4H2,1H3,(H2,10,11)",QGPAZVHKYZIBJP-UHFFFAOYSA-N,131027977,nan
37171,O=c1[nH]c(NCc2ccncc2)nnc1-c1ccccc1,1.839,2,5,4,83.56,34,79.6524,True,False,False,False,279.303,False,False,False,"InChI=1S/C15H13N5O/c21-14-13(12-4-2-1-3-5-12)19-20-15(18-14)17-10-11-6-8-16-9-7-11/h1-9H,10H2,(H2,17,18,20,21)",QVOLDPMLJGITMC-UHFFFAOYSA-N,21002250,nan
37173,Cc1cc(C)nc(NC=C2C(=O)c3ccccc3C2=O)c1,3.07344,1,4,4,59.06,35,80.5197,True,False,False,False,278.311,False,False,False,"InChI=1S/C17H14N2O2/c1-10-7-11(2)19-15(8-10)18-9-14-16(20)12-5-3-4-6-13(12)17(14)21/h3-9H,1-2H3,(H,18,19)",CTGPJFRWYSVNJY-UHFFFAOYSA-N,3415033,nan
37280,Cc1nc(/C=C/c2ccncc2)c2cc(C)oc2n1,3.40504,0,4,4,51.81,32,74.443,True,False,False,False,251.289,False,False,False,"InChI=1S/C15H13N3O/c1-10-9-13-14(17-11(2)18-15(13)19-10)4-3-12-5-7-16-8-6-12/h3-9H,1-2H3/b4-3+",XLLLBBRRBLLLOW-ONEGZZNKSA-N,45060759,nan
37349,C=C(C)Cc1c(O)nc(C)nc1/C=C/c1cccnc1,3.17462,1,4,7,58.9,37,80.1168,True,False,False,False,267.332,False,False,False,"InChI=1S/C16H17N3O/c1-11(2)9-14-15(18-12(3)19-16(14)20)7-6-13-5-4-8-17-10-13/h4-8,10H,1,9H2,2-3H3,(H,18,19,20)/b7-6+",AAKRWDQYDIVNHN-VOTSOKGWSA-N,45061220,nan
37417,Nc1nc(=O)c2cc(C(=O)O)cnc2[nH]1,-0.4015,3,6,2,121.96,21,51.5304,True,False,False,False,206.161,False,False,False,"InChI=1S/C8H6N4O3/c9-8-11-5-4(6(13)12-8)1-3(2-10-5)7(14)15/h1-2H,(H,14,15)(H3,9,10,11,12,13)",GSYJCNZZTCXAKQ-UHFFFAOYSA-N,12908477,nan
37481,O=C(Nc1cccnc1)/C(=N\O)C(=O)c1ccccc1,1.7332,2,5,5,91.65,31,72.8607,True,False,False,False,269.26,False,False,False,"InChI=1S/C14H11N3O3/c18-13(10-5-2-1-3-6-10)12(17-20)14(19)16-11-7-4-8-15-9-11/h1-9,20H,(H,16,19)/b17-12-",YGTFPZMWQMOGLG-ATVHPVEESA-N,6412167,nan
37598,O=C1C=Cc2ccccc2C1=NNc1ccccn1,2.4937,1,4,2,54.35,30,74.8797,True,False,False,False,249.273,False,False,False,"InChI=1S/C15H11N3O/c19-13-9-8-11-5-1-2-6-12(11)15(13)18-17-14-7-3-4-10-16-14/h1-10H,(H,16,17)",RAXUMGMWXZYADR-UHFFFAOYSA-N,5354285,nan
37902,Cc1cc(-c2c(C)[nH]c3ccccc23)cc(C)n1,4.15516,1,1,4,28.68,34,75.7407,True,False,False,False,236.318,False,False,False,"InChI=1S/C16H16N2/c1-10-8-13(9-11(2)17-10)16-12(3)18-15-7-5-4-6-14(15)16/h4-9,18H,1-3H3",DVIWDBNMCIHWIA-UHFFFAOYSA-N,44720733,nan
37915,Cc1nc2c(C(=N)NO)ccnc2[nH]1,0.57049,4,4,3,97.68,23,50.3766,True,False,False,False,191.194,False,False,False,"InChI=1S/C8H9N5O/c1-4-11-6-5(7(9)13-14)2-3-10-8(6)12-4/h2-3,14H,1H3,(H2,9,13)(H,10,11,12)",YXDRBSVAOJTLGJ-UHFFFAOYSA-N,137181092,nan
37926,O=c1[nH]c(-c2ccncc2)nc2c1CCC2,1.3206,1,3,1,58.64,27,60.1137,True,False,False,False,213.24,False,False,False,"InChI=1S/C12H11N3O/c16-12-9-2-1-3-10(9)14-11(15-12)8-4-6-13-7-5-8/h4-7H,1-3H2,(H,14,15,16)",HVOGCAVHAOBXEK-UHFFFAOYSA-N,50990312,nan
38322,NC(Cc1c[nH]c2ncccc12)C(=O)O,0.5173,3,4,4,92.0,26,55.4089,True,False,False,False,205.217,False,False,False,"InChI=1S/C10H11N3O2/c11-8(10(14)15)4-6-5-13-9-7(6)2-1-3-12-9/h1-3,5,8H,4,11H2,(H,12,13)(H,14,15)",SNLOIIPRZGMRAB-UHFFFAOYSA-N,95549,nan
38545,Cc1nccc2cccc(B3OC(C)(C)C(C)(C)O3)c12,2.84242,0,3,6,31.35,40,82.196,True,False,False,False,269.153,False,False,False,"InChI=1S/C16H20BNO2/c1-11-14-12(9-10-18-11)7-6-8-13(14)17-19-15(2,3)16(4,5)20-17/h6-10H,1-5H3",YSYYTVPGWLNCOL-UHFFFAOYSA-N,138754707,nan
38546,Cc1nc(-c2ccccn2)nc(O)c1CCC(=O)O,1.56982,2,6,6,96.2,32,67.6216,True,False,False,False,259.265,False,False,False,"InChI=1S/C13H13N3O3/c1-8-9(5-6-11(17)18)13(19)16-12(15-8)10-4-2-3-7-14-10/h2-4,7H,5-6H2,1H3,(H,17,18)(H,15,16,19)",HAKZQBIYSLCGGZ-UHFFFAOYSA-N,47002463,nan
38676,Oc1cc(-c2ccccn2)nc(C2CC2)n1,2.1216,1,4,3,58.9,27,58.9028,True,False,False,False,213.24,False,False,False,"InChI=1S/C12H11N3O/c16-11-7-10(9-3-1-2-6-13-9)14-12(15-11)8-4-5-8/h1-3,6-8H,4-5H2,(H,14,15,16)",VNJXOAPYTZDXHP-UHFFFAOYSA-N,45788147,nan
38720,COC(=O)C(C)c1c(O)nc(C)nc1/C=C/c1ccncc1,2.33252,1,6,8,85.2,39,82.0298,True,False,False,False,299.33,False,False,False,"InChI=1S/C16H17N3O3/c1-10(16(21)22-3)14-13(18-11(2)19-15(14)20)5-4-12-6-8-17-9-7-12/h4-10H,1-3H3,(H,18,19,20)/b5-4+",GULVEPXMEJIYFP-SNAWJCMRSA-N,45060745,nan
39000,Cc1cccc2nc(O)cc(O)c12,1.95442,2,3,3,53.35,22,49.8096,True,False,False,False,175.187,False,False,False,"InChI=1S/C10H9NO2/c1-6-3-2-4-7-10(6)8(12)5-9(13)11-7/h2-5H,1H3,(H2,11,12,13)",NACCMJCNDXXODO-UHFFFAOYSA-N,21904811,nan
39052,CC1(C)CC(=O)C(=CNc2cccnc2Cl)C(=O)C1,2.989,1,4,4,59.06,34,73.9817,True,False,False,False,278.739,False,False,False,"InChI=1S/C14H15ClN2O2/c1-14(2)6-11(18)9(12(19)7-14)8-17-10-4-3-5-16-13(10)15/h3-5,8,17H,6-7H2,1-2H3",HXUBCPIFLYPPQD-UHFFFAOYSA-N,820505,nan
39200,Cc1cc(/C=C/c2ccncc2)nc(S)n1,2.63912,1,4,4,38.67,27,67.186,True,False,False,False,229.308,False,False,False,"InChI=1S/C12H11N3S/c1-9-8-11(15-12(16)14-9)3-2-10-4-6-13-7-5-10/h2-8H,1H3,(H,14,15,16)/b3-2+",UNAZYDMPFGYSLP-NSCUHMNNSA-N,45063597,nan
39257,C=CCc1c(O)ncnc1/C=C/c1cccnc1,2.4761,1,4,5,58.9,31,70.7628,True,False,False,False,239.278,False,False,False,"InChI=1S/C14H13N3O/c1-2-4-12-13(16-10-17-14(12)18)7-6-11-5-3-8-15-9-11/h2-3,5-10H,1,4H2,(H,16,17,18)/b7-6+",YCXIMGNVAZNVOO-VOTSOKGWSA-N,45063901,nan
39260,COc1cc(CBr)ncc1C(F)(F)F,3.0039,0,2,3,22.12,21,48.422,True,False,False,False,270.048,False,False,False,"InChI=1S/C8H7BrF3NO/c1-14-7-2-5(3-9)13-4-6(7)8(10,11)12/h2,4H,3H2,1H3",ZXHSXRCOBHGEEA-UHFFFAOYSA-N,130868461,nan
39291,CCOc1ccc(CC(=O)N/N=C\c2ccncc2)cc1,2.1731,1,4,7,63.58,38,81.2887,True,False,False,False,283.331,False,False,False,"InChI=1S/C16H17N3O2/c1-2-21-15-5-3-13(4-6-15)11-16(20)19-18-12-14-7-9-17-10-8-14/h3-10,12H,2,11H2,1H3,(H,19,20)/b18-12-",WTUKKAOVWFEICO-PDGQHHTCSA-N,45060307,nan
39352,Nc1cc(=O)[nH]c2nc(-c3ccncc3)nn12,0.0618,2,6,2,101.96,25,61.2511,True,False,False,False,228.215,False,False,False,"InChI=1S/C10H8N6O/c11-7-5-8(17)13-10-14-9(15-16(7)10)6-1-3-12-4-2-6/h1-5H,11H2,(H,13,14,15,17)",BZVAQZFVUFYBQJ-UHFFFAOYSA-N,53215447,nan
39362,O=c1[nH]c(/C=C/c2cccnc2)c([N+](=O)[O-])c(=O)[nH]1,0.5368,2,5,3,121.75,27,67.5028,True,False,False,False,260.209,False,False,False,"InChI=1S/C11H8N4O4/c16-10-9(15(18)19)8(13-11(17)14-10)4-3-7-2-1-5-12-6-7/h1-6H,(H2,13,14,16,17)/b4-3+",WBICTMFPYISFRO-ONEGZZNKSA-N,5300645,nan
39405,Oc1cc(CCl)nc(-c2ccncc2)n1,1.983,1,4,3,58.9,23,56.4848,True,False,False,False,221.647,False,False,False,"InChI=1S/C10H8ClN3O/c11-6-8-5-9(15)14-10(13-8)7-1-3-12-4-2-7/h1-5H,6H2,(H,13,14,15)",OZMVEPHRMHCOIA-UHFFFAOYSA-N,56686650,nan
39430,CCc1c(O)ncnc1/C=C/c1ccncc1,2.31,1,4,5,58.9,30,66.2398,True,False,False,False,227.267,False,False,False,"InChI=1S/C13H13N3O/c1-2-11-12(15-9-16-13(11)17)4-3-10-5-7-14-8-6-10/h3-9H,2H2,1H3,(H,15,16,17)/b4-3+",PVRDHMIXGWCSSF-ONEGZZNKSA-N,45063818,nan
39594,Cc1cccc(NC(=S)NC(=O)c2ccccc2)n1,2.51682,2,3,3,54.02,32,79.1029,True,False,False,False,271.345,False,False,False,"InChI=1S/C14H13N3OS/c1-10-6-5-9-12(15-10)16-14(19)17-13(18)11-7-3-2-4-8-11/h2-9H,1H3,(H2,15,16,17,18,19)",VWKPOGQHIDVZER-UHFFFAOYSA-N,317488,nan
39847,NC(=S)CCc1ccccn1,1.3003,1,2,3,38.91,21,49.3434,True,False,False,False,166.249,False,False,False,"InChI=1S/C8H10N2S/c9-8(11)5-4-7-3-1-2-6-10-7/h1-3,6H,4-5H2,(H2,9,11)",DTBYSYRKPJPTJH-UHFFFAOYSA-N,208408,nan
39930,Cc1nc2nc(N3CCOCC3)[nH]c(=O)c2cc1C(C)O,0.51642,2,6,5,91.34,39,78.5615,True,False,False,False,290.323,False,False,False,"InChI=1S/C14H18N4O3/c1-8-10(9(2)19)7-11-12(15-8)16-14(17-13(11)20)18-3-5-21-6-4-18/h7,9,19H,3-6H2,1-2H3,(H,15,16,17,20)",XCOVIXVVFMDKGD-UHFFFAOYSA-N,66490298,nan
40152,O=C1NC(=S)NC(=O)C1=Cc1ccncc1,-0.0041,2,4,1,71.09,23,61.0974,True,False,False,False,233.252,False,False,False,"InChI=1S/C10H7N3O2S/c14-8-7(9(15)13-10(16)12-8)5-6-1-3-11-4-2-6/h1-5H,(H2,12,13,14,15,16)",YISDIJATLJFHOW-UHFFFAOYSA-N,270742,nan
40291,Cc1nc2nc(N3CCCC3)[nH]c(=O)c2cc1C(C)O,1.28002,2,5,5,82.11,38,76.9765,True,False,False,False,274.324,False,False,False,"InChI=1S/C14H18N4O2/c1-8-10(9(2)19)7-11-12(15-8)16-14(17-13(11)20)18-5-3-4-6-18/h7,9,19H,3-6H2,1-2H3,(H,15,16,17,20)",UYPWVEQXWWNVOA-UHFFFAOYSA-N,66490612,nan
40420,CCOC(=O)c1nc(=O)c2ccncc2[nH]1,0.4948,1,5,3,84.94,25,56.1152,True,False,False,False,219.2,False,False,False,"InChI=1S/C10H9N3O3/c1-2-16-10(15)8-12-7-5-11-4-3-6(7)9(14)13-8/h3-5H,2H2,1H3,(H,12,13,14)",CILMXDLNTUCWNJ-UHFFFAOYSA-N,59298497,nan
40432,Cc1nc(/C=C/c2cccnc2)c2cc(C)oc2n1,3.40504,0,4,4,51.81,32,74.443,True,False,False,False,251.289,False,False,False,"InChI=1S/C15H13N3O/c1-10-8-13-14(17-11(2)18-15(13)19-10)6-5-12-4-3-7-16-9-12/h3-9H,1-2H3/b6-5+",ZDFKBZYVUPKWDY-AATRIKPKSA-N,45060758,nan
40582,COC(=O)c1cc2c(=O)[nH]c(N3CCCC3)nc2nc1C,1.01332,1,6,4,88.18,37,77.6822,True,False,False,False,288.307,False,False,False,"InChI=1S/C14H16N4O3/c1-8-9(13(20)21-2)7-10-11(15-8)16-14(17-12(10)19)18-5-3-4-6-18/h7H,3-6H2,1-2H3,(H,15,16,17,19)",MEUBYUQHBPBFPU-UHFFFAOYSA-N,56698839,nan
40664,FC(F)Oc1cnc(C(F)(F)F)c(CCl)c1,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-2-4-1-5(16-7(10)11)3-15-6(4)8(12,13)14/h1,3,7H,2H2",BUSUTHINZNMRMK-UHFFFAOYSA-N,131314121,nan
40920,O=C(O)c1cc(=O)[nH]c(-c2ccccn2)n1,0.5301,2,5,2,95.94,23,55.048,True,False,False,False,217.184,False,False,False,"InChI=1S/C10H7N3O3/c14-8-5-7(10(15)16)12-9(13-8)6-3-1-2-4-11-6/h1-5H,(H,15,16)(H,12,13,14)",VZAHIDKEGSCWOO-UHFFFAOYSA-N,13051835,nan
40922,c1cc(-c2nnc3n2CCCN3)ccn1,1.1557,1,5,1,55.63,26,56.3597,True,False,False,False,201.233,False,False,False,"InChI=1S/C10H11N5/c1-4-12-10-14-13-9(15(10)7-1)8-2-5-11-6-3-8/h2-3,5-6H,1,4,7H2,(H,12,14)",QCZSQSQDQAEHLT-UHFFFAOYSA-N,46398238,nan
41077,Cc1cccc(NC(=S)NCCc2ccccn2)c1,2.91912,2,2,5,36.95,36,83.3434,True,False,False,False,271.389,False,False,False,"InChI=1S/C15H17N3S/c1-12-5-4-7-14(11-12)18-15(19)17-10-8-13-6-2-3-9-16-13/h2-7,9,11H,8,10H2,1H3,(H2,17,18,19)",BYYMNCLQXIVWNA-UHFFFAOYSA-N,300895,nan
41134,CCOC(=O)c1c2n(c(O)cc1=O)CCC2,0.6768,1,5,4,68.53,29,56.6443,True,False,False,False,223.228,False,False,False,"InChI=1S/C11H13NO4/c1-2-16-11(15)10-7-4-3-5-12(7)9(14)6-8(10)13/h6,14H,2-5H2,1H3",PGPRBTJKCLXCGO-UHFFFAOYSA-N,817859,nan
41278,O=S1(=O)N=C(NCc2ccncc2)c2ccccc21,1.3203,1,4,2,71.42,30,71.2415,True,False,False,False,273.317,False,False,False,"InChI=1S/C13H11N3O2S/c17-19(18)12-4-2-1-3-11(12)13(16-19)15-9-10-5-7-14-8-6-10/h1-8H,9H2,(H,15,16)",IWGFOFJZEOUDTC-UHFFFAOYSA-N,43083213,nan
41463,CC(=O)N1CCCCC1c1ccc[n+]([O-])c1,1.3935,0,2,2,47.25,32,59.381,True,False,False,False,220.272,False,False,False,"InChI=1S/C12H16N2O2/c1-10(15)14-8-3-2-6-12(14)11-5-4-7-13(16)9-11/h4-5,7,9,12H,2-3,6,8H2,1H3",YUZMIRPLLVVQFH-UHFFFAOYSA-N,44719383,nan
41936,O=c1[nH]cnc2nccc(-c3ccccc3)c12,1.9851,1,3,1,58.64,26,65.5947,True,False,False,False,223.235,False,False,False,"InChI=1S/C13H9N3O/c17-13-11-10(9-4-2-1-3-5-9)6-7-14-12(11)15-8-16-13/h1-8H,(H,14,15,16,17)",PNTQATDWHYVIKD-UHFFFAOYSA-N,66490645,nan
42008,O=c1[nH]cnc(-c2ccncc2)c1I,1.4365,1,3,1,58.64,20,60.8057,True,False,False,False,299.071,False,False,False,"InChI=1S/C9H6IN3O/c10-7-8(12-5-13-9(7)14)6-1-3-11-4-2-6/h1-5H,(H,12,13,14)",CRDCZZNWINRQQS-UHFFFAOYSA-N,97181133,nan
42016,COC(=O)Cc1c(O)nc(C)nc1/C=C/c1cccnc1,1.77152,1,6,7,85.2,36,77.3188,True,False,False,False,285.303,False,False,False,"InChI=1S/C15H15N3O3/c1-10-17-13(6-5-11-4-3-7-16-9-11)12(15(20)18-10)8-14(19)21-2/h3-7,9H,8H2,1-2H3,(H,17,18,20)/b6-5+",XSDXCOQNAKAOTK-AATRIKPKSA-N,45061223,nan
42261,O=[N+]([O-])c1ccc2nc(O)cc(O)c2c1,1.5542,2,5,3,96.49,21,51.727,True,False,False,False,206.157,False,False,False,"InChI=1S/C9H6N2O4/c12-8-4-9(13)10-7-2-1-5(11(14)15)3-6(7)8/h1-4H,(H2,10,12,13)",GGMDSWMTVZEDCD-UHFFFAOYSA-N,11020017,nan
42307,CC1=NC=C(CO)C(=CNNC(=O)c2ccncc2)C1=O,0.1197,3,6,6,103.68,35,76.2067,True,False,False,False,286.291,False,False,False,"InChI=1S/C14H14N4O3/c1-9-13(20)12(11(8-19)6-16-9)7-17-18-14(21)10-2-4-15-5-3-10/h2-7,17,19H,8H2,1H3,(H,18,21)",HOYFGBFEIXEDEL-UHFFFAOYSA-N,5357451,nan
42446,Cc1nnc(NCc2ccccn2)[nH]c1=O,0.48042,2,5,4,83.56,27,58.9534,True,False,False,False,217.232,False,False,False,"InChI=1S/C10H11N5O/c1-7-9(16)13-10(15-14-7)12-6-8-4-2-3-5-11-8/h2-5H,6H2,1H3,(H2,12,13,15,16)",JPHPLMNINCMXHR-UHFFFAOYSA-N,84465556,nan
42475,COCCc1nc2nc(C)c(C(=O)O)cc2c(=O)[nH]1,0.51362,2,6,6,105.17,32,67.435,True,False,False,False,263.253,False,False,False,"InChI=1S/C12H13N3O4/c1-6-7(12(17)18)5-8-10(13-6)14-9(3-4-19-2)15-11(8)16/h5H,3-4H2,1-2H3,(H,17,18)(H,13,14,15,16)",ZPSLNCGQFUVLGC-UHFFFAOYSA-N,66489672,nan
42506,Oc1cc(-c2cccnc2)nc(C2CC2)n1,2.1216,1,4,3,58.9,27,58.9028,True,False,False,False,213.24,False,False,False,"InChI=1S/C12H11N3O/c16-11-6-10(9-2-1-5-13-7-9)14-12(15-11)8-3-4-8/h1-2,5-8H,3-4H2,(H,14,15,16)",SCEDJWUBZBVCLU-UHFFFAOYSA-N,45788144,nan
