SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY,CID
COC(=O)c1cc(OC(F)F)c(Cl)cn1,2.123,0,4,4,48.42,21,47.21850000000001,True,False,False,False,237.58900000000003,False,False,False,"InChI=1S/C8H6ClF2NO3/c1-14-7(13)5-2-6(15-8(10)11)4(9)3-12-5/h2-3,8H,1H3",SMMYQKJNKURFHU-UHFFFAOYSA-N,nan
N#Cc1cccnc1O[C@H]1CC[C@H](N)CC1,1.6019799999999995,1,4,3,71.92999999999999,31,59.81140000000003,True,False,False,False,217.2720000000001,False,False,False,"InChI=1S/C12H15N3O/c13-8-9-2-1-7-15-12(9)16-11-5-3-10(14)4-6-11/h1-2,7,10-11H,3-6,14H2/t10-,11-",CZMXMRQHXNJAEN-XYPYZODXSA-N,nan
CCOC(=O)c1cncc([N+](=O)[O-])c1C(F)(F)F,2.1853,0,5,4,82.33,25,51.849900000000005,True,False,False,False,264.1589999999998,False,False,False,"InChI=1S/C9H7F3N2O4/c1-2-18-8(15)5-3-13-4-6(14(16)17)7(5)9(10,11)12/h3-4H,2H2,1H3",LONIDWAPWJXMFE-UHFFFAOYSA-N,nan
CCOC(=O)Cc1cc(OC(F)F)c(Cl)cn1,2.442,0,4,6,48.42,27,56.21600000000002,True,False,False,False,265.6429999999998,False,False,False,"InChI=1S/C10H10ClF2NO3/c1-2-16-9(15)4-6-3-8(17-10(12)13)7(11)5-14-6/h3,5,10H,2,4H2,1H3",NIZHESJLJACAMZ-UHFFFAOYSA-N,nan
COC(=O)Cc1ncc(OC(F)F)cc1Cl,2.0519,0,4,5,48.42,24,51.59900000000002,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-15-8(14)3-7-6(10)2-5(4-13-7)16-9(11)12/h2,4,9H,3H2,1H3",QYBOELVFIQOWKK-UHFFFAOYSA-N,nan
COC(=O)Cc1cnc(Cl)c([N+](=O)[O-])c1,1.3586999999999998,0,5,4,82.33,22,51.62140000000001,True,False,False,False,230.60700000000008,False,False,False,"InChI=1S/C8H7ClN2O4/c1-15-7(12)3-5-2-6(11(13)14)8(9)10-4-5/h2,4H,3H2,1H3",ZQYPQXIDGUBKAK-UHFFFAOYSA-N,nan
Nc1ccc(N[C@H]2CC[C@H](O)CC2)nc1,1.3792,3,4,4,71.17,32,60.53490000000003,True,False,False,False,207.27700000000013,False,False,False,"InChI=1S/C11H17N3O/c12-8-1-6-11(13-7-8)14-9-2-4-10(15)5-3-9/h1,6-7,9-10,15H,2-5,12H2,(H,13,14)/t9-,10-",PSJLVIOGQMEMPY-MGCOHNPYSA-N,nan
COc1ccc(-c2cc(O)n(-c3ccccn3)n2)cc1,2.6485000000000003,1,5,5,60.17,33,75.01180000000002,True,False,False,False,267.2879999999998,False,False,False,"InChI=1S/C15H13N3O2/c1-20-12-7-5-11(6-8-12)13-10-15(19)18(17-13)14-4-2-3-9-16-14/h2-10,19H,1H3",AQTAEOLQPCGGCC-UHFFFAOYSA-N,nan
FC(F)(F)Oc1cc2ccccc2cn1,3.133400000000001,0,2,1,22.12,21,48.42600000000002,True,False,False,False,213.15800000000004,False,False,False,"InChI=1S/C10H6F3NO/c11-10(12,13)15-9-5-7-3-1-2-4-8(7)6-14-9/h1-6H",OCYSFPOQNGZVMW-UHFFFAOYSA-N,nan
NC(=O)COc1ccc(/C=N/c2cccnc2)cc1,1.6963,1,4,5,77.57000000000001,32,72.62240000000003,True,False,False,False,255.2770000000001,False,False,False,"InChI=1S/C14H13N3O2/c15-14(18)10-19-13-5-3-11(4-6-13)8-17-12-2-1-7-16-9-12/h1-9H,10H2,(H2,15,18)/b17-8+",KKVVURKGJLLOII-CAOOACKPSA-N,nan
COC(=O)Cc1ccc(N)nc1C(F)(F)F,1.3981,1,4,4,65.21000000000001,25,49.3714,True,False,False,False,234.17700000000005,False,False,False,"InChI=1S/C9H9F3N2O2/c1-16-7(15)4-5-2-3-6(13)14-8(5)9(10,11)12/h2-3H,4H2,1H3,(H2,13,14)",QCVUCCBRBKUWNM-UHFFFAOYSA-N,nan
CCOC(=O)c1ccc(OC(F)F)c(Cl)n1,2.513100000000001,0,4,5,48.42,24,51.83550000000002,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-2-15-8(14)5-3-4-6(7(10)13-5)16-9(11)12/h3-4,9H,2H2,1H3",XMJLEUUKHMKDNN-UHFFFAOYSA-N,nan
O=C(/C=C(\O)c1ccccn1)c1ccc(F)cc1,3.0025000000000013,1,3,4,50.19,28,65.57330000000002,True,False,False,False,243.23700000000005,False,False,False,"InChI=1S/C14H10FNO2/c15-11-6-4-10(5-7-11)13(17)9-14(18)12-3-1-2-8-16-12/h1-9,18H/b14-9-",DAIBLHFLSBWDRV-ZROIWOOFSA-N,nan
CC(C)c1ccc(C(=O)/C=C(\O)c2ccncc2)cc1,3.9868000000000015,1,3,7,50.19,37,79.70430000000005,True,False,False,False,267.3279999999998,False,False,False,"InChI=1S/C17H17NO2/c1-12(2)13-3-5-14(6-4-13)16(19)11-17(20)15-7-9-18-10-8-15/h3-12,20H,1-2H3/b17-11-",WSQJOZHHRYIJQZ-BOPFTXTBSA-N,nan
COC(=O)c1c([N+](=O)[O-])cncc1C(F)(F)F,1.7952,0,5,3,82.33,22,47.23290000000001,True,False,False,False,250.132,False,False,False,"InChI=1S/C8H5F3N2O4/c1-17-7(14)6-4(8(9,10)11)2-12-3-5(6)13(15)16/h2-3H,1H3",FDCHEOAFYOUAIW-UHFFFAOYSA-N,nan
O=S1(=O)CCC(/N=C/c2ccncc2)C1,0.6876000000000002,0,4,2,59.39,27,58.88980000000003,True,False,False,False,224.28500000000008,False,False,False,"InChI=1S/C10H12N2O2S/c13-15(14)6-3-10(8-15)12-7-9-1-4-11-5-2-9/h1-2,4-5,7,10H,3,6,8H2/b12-7+",COWLRLPULFXIDY-KPKJPENVSA-N,nan
Fc1ccccc1/C=N/c1cccc2cnccc12,4.124500000000003,0,2,2,25.25,30,75.39700000000002,True,False,False,False,250.27600000000007,False,False,False,InChI=1S/C16H11FN2/c17-15-6-2-1-4-13(15)11-19-16-7-3-5-12-10-18-9-8-14(12)16/h1-11H/b19-11+,UYBBYUMVWXFBEG-YBFXNURJSA-N,nan
COC(=O)Cc1ncccc1OC(F)(F)F,1.6956999999999998,0,4,4,48.42,24,46.640000000000015,True,False,False,False,235.16100000000003,False,False,False,"InChI=1S/C9H8F3NO3/c1-15-8(14)5-6-7(3-2-4-13-6)16-9(10,11)12/h2-4H,5H2,1H3",IZHSEYQAURLQBR-UHFFFAOYSA-N,nan
COC(=O)c1cncc(C(F)(F)F)c1[N+](=O)[O-],1.7952,0,5,3,82.33,22,47.23290000000001,True,False,False,False,250.132,False,False,False,"InChI=1S/C8H5F3N2O4/c1-17-7(14)4-2-12-3-5(8(9,10)11)6(4)13(15)16/h2-3H,1H3",MXXRVVSPXNXNLH-UHFFFAOYSA-N,nan
COC(=O)c1ccc(/N=C/c2cccnc2Cl)c(F)c1,3.4113000000000024,0,4,4,51.55,30,74.24050000000003,True,False,False,False,292.69699999999983,False,False,False,"InChI=1S/C14H10ClFN2O2/c1-20-14(19)9-4-5-12(11(16)7-9)18-8-10-3-2-6-17-13(10)15/h2-8H,1H3/b18-8+",DSMBOIXJZDVGKD-QGMBQPNBSA-N,nan
COC(=O)Cc1cncc(Cl)c1OC(F)F,2.0519,0,4,5,48.42,24,51.59900000000002,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-15-7(14)2-5-3-13-4-6(10)8(5)16-9(11)12/h3-4,9H,2H2,1H3",TYFDUDCQVMVANU-UHFFFAOYSA-N,nan
COC(=O)c1c(C(F)(F)F)ccnc1[N+](=O)[O-],1.7952,0,5,3,82.33,22,47.23290000000001,True,False,False,False,250.13200000000003,False,False,False,"InChI=1S/C8H5F3N2O4/c1-17-7(14)5-4(8(9,10)11)2-3-12-6(5)13(15)16/h2-3H,1H3",YBKTWWTZJXPITI-UHFFFAOYSA-N,nan
N#CCc1ccc(C(F)(F)F)nc1[N+](=O)[O-],2.0746800000000003,0,4,2,79.82,20,45.2104,True,False,False,False,231.133,False,False,False,"InChI=1S/C8H4F3N3O2/c9-8(10,11)6-2-1-5(3-4-12)7(13-6)14(15)16/h1-2H,3H2",NMSRMWVVXDURAW-UHFFFAOYSA-N,nan
O=c1oc2ccccc2c(O)c1/C=N/c1cccnc1,2.6442000000000005,1,5,3,75.69,30,75.63980000000001,True,False,False,False,266.2559999999998,False,False,False,"InChI=1S/C15H10N2O3/c18-14-11-5-1-2-6-13(11)20-15(19)12(14)9-17-10-4-3-7-16-8-10/h1-9,18H/b17-9+",SZSBFKKJKKYCBQ-RQZCQDPDSA-N,nan
Cc1cc(O)n(-c2ccncc2)n1,1.2813199999999998,1,4,3,50.94,22,47.760800000000025,True,False,False,False,175.19100000000006,False,False,False,"InChI=1S/C9H9N3O/c1-7-6-9(13)12(11-7)8-2-4-10-5-3-8/h2-6,13H,1H3",GREUOTCKLJAUPX-UHFFFAOYSA-N,nan
Cc1ccc(Nc2nc3c(c(=O)[nH]2)CCC3)nc1,1.7056199999999997,2,4,3,70.67,32,69.13940000000001,True,False,False,False,242.28200000000007,False,False,False,"InChI=1S/C13H14N4O/c1-8-5-6-11(14-7-8)16-13-15-10-4-2-3-9(10)12(18)17-13/h5-7H,2-4H2,1H3,(H2,14,15,16,17,18)",YWPHHIZUGXOKLK-UHFFFAOYSA-N,nan
C(=N/Cc1ccccc1)\c1cccnc1,2.7007000000000003,0,2,3,25.25,27,61.97700000000003,True,False,False,False,196.25300000000007,False,False,False,"InChI=1S/C13H12N2/c1-2-5-12(6-3-1)9-15-11-13-7-4-8-14-10-13/h1-8,10-11H,9H2/b15-11+",DXDPRQLAIWIMDP-RVDMUPIBSA-N,nan
O=C(O)Cc1ncc(Cl)cc1OC(F)F,1.9635,1,4,4,59.42,21,47.21880000000001,True,False,False,False,237.589,False,False,False,"InChI=1S/C8H6ClF2NO3/c9-4-1-6(15-8(10)11)5(12-3-4)2-7(13)14/h1,3,8H,2H2,(H,13,14)",PHYNIOSHNYTPRU-UHFFFAOYSA-N,nan
Oc1ccccc1/C=N/c1cccnc1,2.5378000000000007,1,3,3,45.48,25,59.59780000000003,True,False,False,False,198.22500000000008,False,False,False,"InChI=1S/C12H10N2O/c15-12-6-2-1-4-10(12)8-14-11-5-3-7-13-9-11/h1-9,15H/b14-8+",RJMOGSGZQSAJDH-RIYZIHGNSA-N,nan
CCOC(=O)Cc1cc(Cl)nc(OC(F)F)c1,2.442,0,4,6,48.42,27,56.21600000000002,True,False,False,False,265.64299999999974,False,False,False,"InChI=1S/C10H10ClF2NO3/c1-2-16-9(15)5-6-3-7(11)14-8(4-6)17-10(12)13/h3-4,10H,2,5H2,1H3",MQCLDUYLNYUMAU-UHFFFAOYSA-N,nan
Nc1ccc2c(n1)=NC(=O)CC=2O,-1.1201,2,4,2,88.57000000000001,20,45.0912,True,False,False,False,177.16300000000004,False,False,False,"InChI=1S/C8H7N3O2/c9-6-2-1-4-5(12)3-7(13)11-8(4)10-6/h1-2,12H,3H2,(H2,9,10,11,13)",AWHDSNORIIMQRU-UHFFFAOYSA-N,nan
Cc1ccc(C(=O)/C=C(\O)c2ccccn2)cc1,3.171820000000001,1,3,5,50.19,31,70.35230000000003,True,False,False,False,239.2740000000001,False,False,False,"InChI=1S/C15H13NO2/c1-11-5-7-12(8-6-11)14(17)10-15(18)13-4-2-3-9-16-13/h2-10,18H,1H3/b15-10-",NZARTRVSGWULIX-GDNBJRDFSA-N,nan
CCOC(=O)c1cc(OC(F)F)c(Cl)cn1,2.513100000000001,0,4,5,48.42,24,51.83550000000002,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-2-15-8(14)6-3-7(16-9(11)12)5(10)4-13-6/h3-4,9H,2H2,1H3",UMEOXFUFCYUIGM-UHFFFAOYSA-N,nan
CCOC(=O)Cc1c(N)cncc1C(F)(F)F,1.7882000000000002,1,4,5,65.21000000000001,28,53.988400000000006,True,False,False,False,248.2040000000001,False,False,False,"InChI=1S/C10H11F3N2O2/c1-2-17-9(16)3-6-7(10(11,12)13)4-15-5-8(6)14/h4-5H,2-3,14H2,1H3",LIFKFZHJKHKPIG-UHFFFAOYSA-N,nan
COc1ccc(-n2ncc3cnc4cc(O)ccc4c32)cc1,3.287900000000002,1,5,4,60.17,35,84.58780000000002,True,False,False,False,291.3099999999998,False,False,False,"InChI=1S/C17H13N3O2/c1-22-14-5-2-12(3-6-14)20-17-11(10-19-20)9-18-16-8-13(21)4-7-15(16)17/h2-10,21H,1H3",GITISHUGXBJKNU-UHFFFAOYSA-N,nan
CCOC(=O)Cc1ccc(Cl)nc1OC(F)F,2.442000000000001,0,4,6,48.42,27,56.21600000000002,True,False,False,False,265.6429999999998,False,False,False,"InChI=1S/C10H10ClF2NO3/c1-2-16-8(15)5-6-3-4-7(11)14-9(6)17-10(12)13/h3-4,10H,2,5H2,1H3",BNYJNOBHWSDGTH-UHFFFAOYSA-N,nan
COC(=O)c1ncc(Cl)cc1OC(F)F,2.123,0,4,4,48.42,21,47.21850000000001,True,False,False,False,237.58900000000003,False,False,False,"InChI=1S/C8H6ClF2NO3/c1-14-7(13)6-5(15-8(10)11)2-4(9)3-12-6/h2-3,8H,1H3",RNRYHBVAWSVSIR-UHFFFAOYSA-N,nan
O=S1(=O)CC(Cl)C(/N=C/c2ccncc2)C1,0.9049,0,4,2,59.39,27,63.91380000000003,True,False,False,False,258.73,False,False,False,"InChI=1S/C10H11ClN2O2S/c11-9-6-16(14,15)7-10(9)13-5-8-1-3-12-4-2-8/h1-5,9-10H,6-7H2/b13-5+",AAAMVMWHAHJLTN-WLRTZDKTSA-N,nan
CCOC(=O)Cc1cc(OC(F)(F)F)ccn1,2.0858,0,4,5,48.42,27,51.25700000000002,True,False,False,False,249.18800000000005,False,False,False,"InChI=1S/C10H10F3NO3/c1-2-16-9(15)6-7-5-8(3-4-14-7)17-10(11,12)13/h3-5H,2,6H2,1H3",SKVVPMCFYBEXFX-UHFFFAOYSA-N,nan
Cc1nn(-c2ccncc2)c(O)c1CCO,0.8161199999999997,2,5,6,71.17,29,58.55060000000003,True,False,False,False,219.24400000000009,False,False,False,"InChI=1S/C11H13N3O2/c1-8-10(4-7-15)11(16)14(13-8)9-2-5-12-6-3-9/h2-3,5-6,15-16H,4,7H2,1H3",XNTFXGMABGKXSL-UHFFFAOYSA-N,nan
N#CC1=C(N)Oc2[nH]c(=O)[nH]c(=O)c2C1c1ccncc1,-0.3236200000000007,3,6,2,137.64999999999998,30,71.2178,True,False,False,False,283.24699999999984,False,False,False,"InChI=1S/C13H9N5O3/c14-5-7-8(6-1-3-16-4-2-6)9-11(19)17-13(20)18-12(9)21-10(7)15/h1-4,8H,15H2,(H2,17,18,19,20)",AGSCKVJCPLQHBM-UHFFFAOYSA-N,nan
CCOC(=O)c1cncc(C(F)(F)F)c1F,2.416200000000001,0,3,3,39.19,23,45.15350000000001,True,False,False,False,237.152,False,False,False,"InChI=1S/C9H7F4NO2/c1-2-16-8(15)5-3-14-4-6(7(5)10)9(11,12)13/h3-4H,2H2,1H3",BDWQACVHRXETNH-UHFFFAOYSA-N,nan
CCOC(=O)c1cnn2ccc(O)cc12,1.2166,1,5,4,63.83,25,52.81330000000002,True,False,False,False,206.20100000000008,False,False,False,"InChI=1S/C10H10N2O3/c1-2-15-10(14)8-6-11-12-4-3-7(13)5-9(8)12/h3-6,13H,2H2,1H3",DEPKHKBDTJZIFB-UHFFFAOYSA-N,nan
CCOC(=O)Cc1cc(C)nc(N)c1,1.07782,1,4,6,65.21,28,53.72340000000002,True,False,False,False,194.2340000000001,False,False,False,"InChI=1S/C10H14N2O2/c1-3-14-10(13)6-8-4-7(2)12-9(11)5-8/h4-5H,3,6H2,1-2H3,(H2,11,12)",SYEWGNHNHJUDGA-UHFFFAOYSA-N,nan
N[C@H]1CC[C@H](Oc2ncccc2Cl)CC1,2.3837,1,3,3,48.14,30,60.10640000000003,True,False,False,False,226.7070000000001,False,False,False,"InChI=1S/C11H15ClN2O/c12-10-2-1-7-14-11(10)15-9-5-3-8(13)4-6-9/h1-2,7-9H,3-6,13H2/t8-,9-",GYRGDRHNKMMIEJ-KYZUINATSA-N,nan
CCOC(=O)Cc1c(F)ccnc1C(F)(F)F,2.3451000000000004,0,3,4,39.19,26,49.53400000000001,True,False,False,False,251.17900000000003,False,False,False,"InChI=1S/C10H9F4NO2/c1-2-17-8(16)5-6-7(11)3-4-15-9(6)10(12,13)14/h3-4H,2,5H2,1H3",BEDIJLNKMCORJH-UHFFFAOYSA-N,nan
CCOc1ccc(C(=O)/C=C(\O)c2ccncc2)cc1,3.262100000000001,1,4,7,59.42,35,76.78430000000003,True,False,False,False,269.2999999999997,False,False,False,"InChI=1S/C16H15NO3/c1-2-20-14-5-3-12(4-6-14)15(18)11-16(19)13-7-9-17-10-8-13/h3-11,19H,2H2,1H3/b16-11-",GQFLDVUXJCWXEV-WJDWOHSUSA-N,nan
CCOC(=O)c1nc(Cl)ccc1OC(F)F,2.513100000000001,0,4,5,48.42,24,51.83550000000002,True,False,False,False,251.616,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-2-15-8(14)7-5(16-9(11)12)3-4-6(10)13-7/h3-4,9H,2H2,1H3",VYXIBABGJCZUOF-UHFFFAOYSA-N,nan
CCOC(=O)Cc1ncc(OC(F)F)cc1Cl,2.442,0,4,6,48.42,27,56.21600000000002,True,False,False,False,265.6429999999998,False,False,False,"InChI=1S/C10H10ClF2NO3/c1-2-16-9(15)4-8-7(11)3-6(5-14-8)17-10(12)13/h3,5,10H,2,4H2,1H3",XVXMSRUEDLNOQF-UHFFFAOYSA-N,nan
CCc1nn2c(O)cc(-c3cccnc3)nc2c1C,2.3677200000000003,1,5,5,63.31,33,71.99780000000003,True,False,False,False,254.2930000000001,False,False,False,"InChI=1S/C14H14N4O/c1-3-11-9(2)14-16-12(7-13(19)18(14)17-11)10-5-4-6-15-8-10/h4-8,19H,3H2,1-2H3",MSMADEPJKRHSPK-UHFFFAOYSA-N,nan
O=C(O)c1cnn2c(O)cc(-c3cccnc3)nc12,1.1950999999999998,2,7,3,100.61,27,64.84210000000002,True,False,False,False,256.22100000000006,False,False,False,"InChI=1S/C12H8N4O3/c17-10-4-9(7-2-1-3-13-5-7)15-11-8(12(18)19)6-14-16(10)11/h1-6,17H,(H,18,19)",OZQXZFXAYHEHJJ-UHFFFAOYSA-N,nan
CCOC(=O)c1cnc([N+](=O)[O-])cc1C(F)(F)F,2.1853,0,5,4,82.33,25,51.849900000000005,True,False,False,False,264.1589999999998,False,False,False,"InChI=1S/C9H7F3N2O4/c1-2-18-8(15)5-4-13-7(14(16)17)3-6(5)9(10,11)12/h3-4H,2H2,1H3",SVMMIPZCEYOAJF-UHFFFAOYSA-N,nan
CCOC(=O)c1nc([N+](=O)[O-])ccc1C(F)(F)F,2.1853,0,5,4,82.33,25,51.84990000000001,True,False,False,False,264.1589999999998,False,False,False,"InChI=1S/C9H7F3N2O4/c1-2-18-8(15)7-5(9(10,11)12)3-4-6(13-7)14(16)17/h3-4H,2H2,1H3",WBSAMBYVUDLODE-UHFFFAOYSA-N,nan
CCOC(=O)Cc1cnc(Cl)cc1OC(F)F,2.442000000000001,0,4,6,48.42,27,56.21600000000002,True,False,False,False,265.6429999999998,False,False,False,"InChI=1S/C10H10ClF2NO3/c1-2-16-9(15)3-6-5-14-8(11)4-7(6)17-10(12)13/h4-5,10H,2-3H2,1H3",GOLFZCGZEGNACP-UHFFFAOYSA-N,nan
[O-][n+]1ccccc1Nc1ccccc1,2.0636,1,2,2,38.97,24,55.12670000000002,True,False,False,False,186.21400000000008,False,False,False,"InChI=1S/C11H10N2O/c14-13-9-5-4-8-11(13)12-10-6-2-1-3-7-10/h1-9,12H",DXRWVUPDOKDNKN-UHFFFAOYSA-N,nan
O=C(O)Cc1ccnc(OC(F)F)c1Cl,1.9635,1,4,4,59.42,21,47.21880000000001,True,False,False,False,237.58900000000003,False,False,False,"InChI=1S/C8H6ClF2NO3/c9-6-4(3-5(13)14)1-2-12-7(6)15-8(10)11/h1-2,8H,3H2,(H,13,14)",RJOPQDNYQRKODU-UHFFFAOYSA-N,nan
CCOC(=O)c1nc(OC(F)F)ccc1Cl,2.513100000000001,0,4,5,48.42,24,51.835500000000025,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-2-15-8(14)7-5(10)3-4-6(13-7)16-9(11)12/h3-4,9H,2H2,1H3",LLXMCDIJHSJVNM-UHFFFAOYSA-N,nan
Nc1c2nnc3ccnn3c2cc[n+]1[O-],-0.5068999999999999,1,6,1,96.04,21,51.6604,True,False,False,False,202.177,False,False,False,"InChI=1S/C8H6N6O/c9-8-7-5(2-4-13(8)15)14-6(11-12-7)1-3-10-14/h1-4H,9H2",BKACLWQVFVWRDM-UHFFFAOYSA-N,nan
COC(=O)Cc1c(OC(F)F)ccnc1Cl,2.0519,0,4,5,48.42,24,51.59900000000002,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-15-7(14)4-5-6(16-9(11)12)2-3-13-8(5)10/h2-3,9H,4H2,1H3",WZNZJSCGKOIOBS-UHFFFAOYSA-N,nan
CCOC(=O)c1cc(Cl)nc(OC(F)F)c1,2.513100000000001,0,4,5,48.42,24,51.83550000000002,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-2-15-8(14)5-3-6(10)13-7(4-5)16-9(11)12/h3-4,9H,2H2,1H3",VPZUISWPSSBWBH-UHFFFAOYSA-N,nan
[2H]C([2H])([2H])N(Cc1ccc(Cl)nc1)/C(C)=N/C#N,2.06628,0,3,4,52.28,26,59.436000000000014,True,False,False,False,225.69730533400005,False,False,False,"InChI=1S/C10H11ClN4/c1-8(14-7-12)15(2)6-9-3-4-10(11)13-5-9/h3-5H,6H2,1-2H3/b14-8+/i2D3",WCXDHFDTOYPNIE-WZAFYLDHSA-N,nan
Oc1ccc2ccccc2c1/N=N/c1ccccn1,4.355800000000002,1,4,3,57.84,30,74.02580000000002,True,False,False,False,249.27300000000008,False,False,False,"InChI=1S/C15H11N3O/c19-13-9-8-11-5-1-2-6-12(11)15(13)18-17-14-7-3-4-10-16-14/h1-10,19H/b18-17+",LLYOXZQVOKALCD-ISLYRVAYSA-N,nan
CCc1c(C)nn2c(O)cc(-c3ccccn3)nc12,2.3677200000000003,1,5,5,63.31,33,71.99780000000003,True,False,False,False,254.2930000000001,False,False,False,"InChI=1S/C14H14N4O/c1-3-10-9(2)17-18-13(19)8-12(16-14(10)18)11-6-4-5-7-15-11/h4-8,19H,3H2,1-2H3",UXNPXCJEZWTESI-UHFFFAOYSA-N,nan
COC(=O)Cc1cc(Cl)nc(OC(F)F)c1,2.0519,0,4,5,48.42,24,51.59900000000002,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-15-8(14)4-5-2-6(10)13-7(3-5)16-9(11)12/h2-3,9H,4H2,1H3",RXZHQSCZSVWUMS-UHFFFAOYSA-N,nan
CCOC(=O)Cc1cc(C#N)cc(N)n1,0.6410800000000002,1,5,5,89.0,26,53.701400000000014,True,False,False,False,205.2170000000001,False,False,False,"InChI=1S/C10H11N3O2/c1-2-15-10(14)5-8-3-7(6-11)4-9(12)13-8/h3-4H,2,5H2,1H3,(H2,12,13)",CMQZUJBOQDVHHH-UHFFFAOYSA-N,nan
C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,2.06628,0,3,4,52.28,26,59.43600000000002,True,False,False,False,222.6790000000001,False,False,False,"InChI=1S/C10H11ClN4/c1-8(14-7-12)15(2)6-9-3-4-10(11)13-5-9/h3-5H,6H2,1-2H3/b14-8+",WCXDHFDTOYPNIE-RIYZIHGNSA-N,nan
Cc1ccc2c(n1)nn1c(O)cc(C)nc21,1.59994,1,5,3,63.31,26,59.42680000000002,True,False,False,False,214.2280000000001,False,False,False,"InChI=1S/C11H10N4O/c1-6-3-4-8-10(12-6)14-15-9(16)5-7(2)13-11(8)15/h3-5,16H,1-2H3",NMNHBBHJBFJPEP-UHFFFAOYSA-N,nan
CC(C)c1cc(O)n(-c2ccncc2)n1,2.0962999999999994,1,4,5,50.94,28,57.11280000000004,True,False,False,False,203.2450000000001,False,False,False,"InChI=1S/C11H13N3O/c1-8(2)10-7-11(15)14(13-10)9-3-5-12-6-4-9/h3-8,15H,1-2H3",FYKXZWFIOHYTKN-UHFFFAOYSA-N,nan
COC(=O)Cc1cc(OC(F)F)ncc1Cl,2.0519,0,4,5,48.42,24,51.59900000000002,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-15-8(14)3-5-2-7(16-9(11)12)13-4-6(5)10/h2,4,9H,3H2,1H3",DWCUNZHJVMIJOV-UHFFFAOYSA-N,nan
O=C(O)Cc1c(Cl)cncc1OC(F)F,1.9635,1,4,4,59.42,21,47.21880000000001,True,False,False,False,237.589,False,False,False,"InChI=1S/C8H6ClF2NO3/c9-5-2-12-3-6(15-8(10)11)4(5)1-7(13)14/h2-3,8H,1H2,(H,13,14)",BLKIJKQZEJUIFO-UHFFFAOYSA-N,nan
COC(=O)Cc1cc(OC(F)F)cnc1Cl,2.0519,0,4,5,48.42,24,51.59900000000002,True,False,False,False,251.61600000000004,False,False,False,"InChI=1S/C9H8ClF2NO3/c1-15-7(14)3-5-2-6(16-9(11)12)4-13-8(5)10/h2,4,9H,3H2,1H3",UOWVLFNOJREWQO-UHFFFAOYSA-N,nan
COC(=O)c1cncc(Cl)c1OC(F)F,2.123,0,4,4,48.42,21,47.21850000000001,True,False,False,False,237.58900000000003,False,False,False,"InChI=1S/C8H6ClF2NO3/c1-14-7(13)4-2-12-3-5(9)6(4)15-8(10)11/h2-3,8H,1H3",CJRNEEAEMFIIKA-UHFFFAOYSA-N,nan
C(=N/c1ccc2c(c1)OCO2)\c1cccnc1,2.5609,0,4,2,43.71,27,64.05600000000003,True,False,False,False,226.23500000000004,False,False,False,"InChI=1S/C13H10N2O2/c1-2-10(7-14-5-1)8-15-11-3-4-12-13(6-11)17-9-16-12/h1-8H,9H2/b15-8+",VZPLXGRDUJLQES-OVCLIPMQSA-N,nan
O=[N+]([O-])c1cc[n+]([O-])c2[nH]cc(C(F)(F)F)c12,1.7283,1,3,1,85.87,21,48.9151,True,False,False,False,247.132,False,False,False,"InChI=1S/C8H4F3N3O3/c9-8(10,11)4-3-12-7-6(4)5(14(16)17)1-2-13(7)15/h1-3,12H",OFDBYGKJZOPJKS-UHFFFAOYSA-N,nan
CCO/C(O)=C(\C#N)c1ccncc1[N+](=O)[O-],1.7764799999999998,1,6,6,109.28,26,57.679200000000016,True,False,False,False,235.19900000000007,False,False,False,"InChI=1S/C10H9N3O4/c1-2-17-10(14)8(5-11)7-3-4-12-6-9(7)13(15)16/h3-4,6,14H,2H2,1H3/b10-8+",WQSOSKGNTGDKFR-CSKARUKUSA-N,nan
COC(=O)c1ccc(OC(F)F)c(Cl)n1,2.123,0,4,4,48.42,21,47.21850000000001,True,False,False,False,237.58900000000003,False,False,False,"InChI=1S/C8H6ClF2NO3/c1-14-7(13)4-2-3-5(6(9)12-4)15-8(10)11/h2-3,8H,1H3",GSYAOHHRCNKXHF-UHFFFAOYSA-N,nan
